event1,event2,ratio_winner,ratio_median,ratio_avg
Gax 100 miles,Trail genom Skåne,3.8990734940156284,4.110391311180569,4.453537270564205
Gax 100 miles,Trans Scania,0.5005926427634085,0.5523959262214295,0.5730112693607695
Gax 100 miles,UKA pain 50 km,4.008372313741441,3.361403976409998,3.6443851464841504
Gax 100 miles,UTMB,0.8199199181848121,0.7760006944726787,
Gax 100 miles,Ultravasan 90,2.5756882732183306,2.5918039284770544,2.38640149709822
Gax 100 miles,Ursvik Ultra 45 km,3.8714588154817524,4.072316623222276,
Gax 100 miles,Ursvik Ultra 75 km,2.38796074425535,2.4558827620743378,2.3115592938447485
Gax 100 miles,VXO 100 km,2.9258969072647574,2.9528098344204716,2.5925430932423783
Gax 100 miles,Öland Ultra,4.480544083658546,4.576344336871574,5.036591478696742
Gax 100 miles,Österlen Spring Trail,3.7096116443942533,3.360396284594008,3.6616502891310083
Gax 100 miles,Östgöta ultra trail,3.0127511050533102,3.1117270187621724,3.0439742046730687
Gotland Run 511 km,Aros Marathon 50 km,35.7828924231175,27.445459848337546,23.4009633630127
Gotland Run 511 km,Björnfrossa,22.558291352063755,17.049402101703105,
Gotland Run 511 km,Black river run 100 miles,8.209275014119608,6.532818675774995,5.251420606840356
Gotland Run 511 km,Black river run 50 miles,16.94726419721099,13.841733485439336,
Gotland Run 511 km,Borås 50 km,27.88853357697579,22.57228144989339,
Gotland Run 511 km,Borås 91 km,13.551767004084532,12.194908420688861,
Gotland Run 511 km,Ecotrail Stockholm 45 km,34.04669839381321,24.388833533954973,
Gotland Run 511 km,Ecotrail Stockholm 80,18.39977495579489,14.293776919649488,11.691731328152718
Gotland Run 511 km,Fjällmaraton 100 km,13.168532539528462,9.578242125120447,7.521603871413757
Gotland Run 511 km,Fjällmaraton 45 km,35.423686195624846,22.80335381450627,
Gotland Run 511 km,Gax 100 miles,7.7436049215677984,5.996312627974749,4.623662680931403
Gotland Run 511 km,Gotland Ultra,32.928315863284126,24.141615119295345,
Gotland Run 511 km,Gotrun enkle,20.183381088825215,15.861498065332938,
Gotland Run 511 km,Göteborg Trail,25.71885971071479,20.85209478224901,
Gotland Run 511 km,Hammarby Alpin Marathon,37.169995129079396,28.159812736074905,
Gotland Run 511 km,Idre 45 km,37.73908384677203,23.876180541851088,21.543339474699003
Gotland Run 511 km,Jättelångt,21.20802260410394,17.18097278348508,15.689387822985552
Gotland Run 511 km,Kolmården Ultra Trail,25.007373422906767,19.46637736057224,
Gotland Run 511 km,Kullamannen 100 km,13.73871947788905,9.421355214210704,
Gotland Run 511 km,Kullamannen 100 miles,8.374862243521445,5.716646281701321,5.014438150350276
Gotland Run 511 km,Kullamannen 50 km,32.24479735201944,20.878620240807027,13.289719626168225
Gotland Run 511 km,Lejonbragden 100 km,17.46179858171574,14.500792176082228,
Gotland Run 511 km,Lejonbragden 50 km,31.862952053253984,25.622589754346475,
Gotland Run 511 km,Peters Trail 104 km,13.14443200413401,10.210057288351368,
Gotland Run 511 km,Peters Trail 52 km,27.224402425972173,20.16265117607847,
Gotland Run 511 km,Sandsjöbacka 60 km,25.71849854657286,17.94921138187259,
Gotland Run 511 km,Sandsjöbacka 90 km,13.681552643767462,10.330790418080639,
Gotland Run 511 km,Silverleden Ultra,23.949471041309778,15.485003400838142,
Gotland Run 511 km,Snapphaneracet,24.866464813783928,20.590700885954078,
Gotland Run 511 km,Sätila 85 km,16.43652681175679,12.768390201541411,
Gotland Run 511 km,Sörmland Ultra Marathon,35.030699489298215,26.185811813594537,
Gotland Run 511 km,Sörmlands100 100 km,14.847587340181247,10.598553007590018,10.598631566740114
Gotland Run 511 km,Sörmlands100 100 miles,6.5307189791707225,5.451530621040084,
Gotland Run 511 km,Sörmlands100 55 km,30.611753693922577,20.295817716471277,
Gotland Run 511 km,TEC 100 miles,7.549291501647172,6.108311397865346,5.105155880854218
Gotland Run 511 km,TEC 200 miles,2.5387677851304313,2.923154804095692,
Gotland Run 511 km,TEC 46 km,33.69392440833628,26.04626444841381,
Gotland Run 511 km,TEC 50 miles,18.25030492908904,13.546083863290297,14.4242354696196
Gotland Run 511 km,Trail genom Skåne,30.192884697813973,24.64719132514973,
Gotland Run 511 km,Trans Scania,3.876391652203361,3.312338668043366,
Gotland Run 511 km,UKA pain 50 km,31.03925157616433,20.156029111471806,19.649122807017545
Gotland Run 511 km,UTMB,6.349135913747379,4.653142763583698,
Gotland Run 511 km,Ultravasan 90,19.94511238891793,15.541266625561526,
Gotland Run 511 km,Ursvik Ultra 45 km,29.979047537211535,24.418883592939224,
Gotland Run 511 km,Ursvik Ultra 75 km,18.49142457172643,14.726240819051858,11.799866128247082
Gotland Run 511 km,VXO 100 km,22.656989691095376,17.7059708981435,13.349235131615776
Gotland Run 511 km,Öland Ultra,34.6955632175198,27.441191337143746,
Gotland Run 511 km,Österlen Spring Trail,28.72576698663655,20.14998667631048,
Gotland Run 511 km,Östgöta ultra trail,23.329554284549634,18.658888017413833,
Gotland Ultra,Aros Marathon 50 km,1.0866906334258137,1.1368526800181475,1.100785801787614
Gotland Ultra,Björnfrossa,0.6850727333193738,0.706224584289568,0.6825572599536365
Gotland Ultra,Black river run 100 miles,0.24930746680771335,0.27060404382611486,
Gotland Ultra,Black river run 50 miles,0.5146714538203152,0.5733557351917288,0.5152198783542721
Gotland Ultra,Borås 50 km,0.846946855489569,0.9349946695095949,
Gotland Ultra,Borås 91 km,0.4115536020837033,0.5051405368045156,
Gotland Ultra,Ecotrail Stockholm 45 km,1.0339641582391434,1.0102403428038267,1.0368321396027464
Gotland Ultra,Ecotrail Stockholm 80,0.5587827519691368,0.5920803910184572,0.5147251693509088
Gotland Ultra,Fjällmaraton 100 km,0.3999151549141842,0.39675233317198294,0.3498662793462525
Gotland Ultra,Fjällmaraton 45 km,1.0757818997698303,0.9445662066031588,0.7968439676995939
Gotland Ultra,Gax 100 miles,0.23516553211280708,0.24838075656264427,0.22739401558682087
Gotland Ultra,Gotland Run 511 km,0.03036899925741493,0.04142224930098995,
Gotland Ultra,Gotrun enkle,0.6129490852986555,0.6570189271493908,0.5897826237318097
Gotland Ultra,Göteborg Trail,0.7810560314562561,0.8637406685181902,0.7851699713366639
Gotland Ultra,Hammarby Alpin Marathon,1.1288155544731286,1.1664427834228865,1.049028102810724
Gotland Ultra,Idre 45 km,1.1460982093181398,0.9890051027600011,0.8466672788559606
Gotland Ultra,Jättelångt,0.6440664227152717,0.7116745378710421,0.6864163666867767
Gotland Ultra,Kolmården Ultra Trail,0.7594489049101535,0.8063411360167699,0.7727769645122922
Gotland Ultra,Kullamannen 100 km,0.41723116162184465,0.39025372443621736,0.3489184129166606
Gotland Ultra,Kullamannen 100 miles,0.25433618525445506,0.23679634744620934,0.20302666951431106
Gotland Ultra,Kullamannen 50 km,0.9792422268389732,0.8648394126754035,0.9028293361422125
Gotland Ultra,Lejonbragden 100 km,0.5302973481612544,0.6006554285795226,0.7049778796839872
Gotland Ultra,Lejonbragden 50 km,0.9676459672443177,1.0613453005415305,
Gotland Ultra,Peters Trail 104 km,0.3991832457726868,0.4229235383754798,
Gotland Ultra,Peters Trail 52 km,0.8267778570579142,0.8351823635844206,
Gotland Ultra,Sandsjöbacka 60 km,0.7810450632626982,0.7434967086160928,0.6617008376177671
Gotland Ultra,Sandsjöbacka 90 km,0.41549506207885734,0.42792457617401447,0.3478779433378572
Gotland Ultra,Silverleden Ultra,0.727321468269017,0.6414236712961947,0.616792455816921
Gotland Ultra,Snapphaneracet,0.7551696514643386,0.8529131453801044,
Gotland Ultra,Sätila 85 km,0.49916087054072245,0.5288954421005657,
Gotland Ultra,Sörmland Ultra Marathon,1.063847286777223,1.0846752250915208,0.9412186631681878
Gotland Ultra,Sörmlands100 100 km,0.45090636890836766,0.4390159049101505,0.4065579021048089
Gotland Ultra,Sörmlands100 100 miles,0.19833139982882125,0.22581466045670293,
Gotland Ultra,Sörmlands100 55 km,0.9296483251989035,0.8406984212191217,0.8555950213996615
Gotland Ultra,TEC 100 miles,0.2292644280075318,0.25301999753045673,0.25845244013928603
Gotland Ultra,TEC 200 miles,0.07709983698137501,0.12108364704063819,
Gotland Ultra,TEC 46 km,1.0232507653361593,1.0788948593417085,1.115418707721017
Gotland Ultra,TEC 50 miles,0.5542434968391011,0.5611092628373278,0.4951075816014624
Gotland Ultra,Trail genom Skåne,0.9169276929671272,1.020942103639549,
Gotland Ultra,Trans Scania,0.11772213520721331,0.1372045180770013,
Gotland Ultra,UKA pain 50 km,0.9426310080672496,0.834908062773396,0.833556184606728
Gotland Ultra,UTMB,0.1928169038498206,0.1927436395862613,
Gotland Ultra,Ultravasan 90,0.6057131033281059,0.6437542206171644,0.5319199598527108
Gotland Ultra,Ursvik Ultra 45 km,0.910433672395584,1.0114850838385816,0.9395315993949762
Gotland Ultra,Ursvik Ultra 75 km,0.5615660590873042,0.6099940184731805,
Gotland Ultra,VXO 100 km,0.6880701031041332,0.7334211406589731,0.5430504760353584
Gotland Ultra,Öland Ultra,1.0536695335884514,1.136675868683334,1.2222084557925315
Gotland Ultra,Österlen Spring Trail,0.8723727962858397,0.8346577715177586,0.7773482097255665
Gotland Ultra,Östgöta ultra trail,0.7084952167433092,0.7728931111365699,0.6525957832691
Gotrun enkle,Aros Marathon 50 km,1.7728889062561057,1.7303195281612547,1.7067837873833644
Gotrun enkle,Björnfrossa,1.1176666215034428,1.0748922977815356,1.1081581057384544
Gotrun enkle,Black river run 100 miles,0.40673438102324583,0.41186643587298943,0.4486389956810471
Gotrun enkle,Black river run 50 miles,0.8396642823433611,0.8726624325410964,0.9392213072109723
Gotrun enkle,Borås 50 km,1.3817572712045074,1.4230863539445628,1.585356549836198
Gotrun enkle,Borås 91 km,0.6714319540638134,0.7688371155396844,
Gotrun enkle,Ecotrail Stockholm 45 km,1.6868679357525282,1.537612237728003,1.6335887034603611
Gotrun enkle,Ecotrail Stockholm 80,0.911629963028452,0.9011618486963802,0.8802350517522359
Gotrun enkle,Fjällmaraton 100 km,0.6524443294002603,0.6038674333072458,0.5555838263449148
Gotrun enkle,Fjällmaraton 45 km,1.7550917777219008,1.4376544838690568,1.420744727140228
Gotrun enkle,Gax 100 miles,0.3836624244218004,0.37804201111875774,0.37042998175049446
Gotrun enkle,Gotland Run 511 km,0.04954571266325951,0.06304574737398927,
Gotrun enkle,Gotland Ultra,1.6314568762473256,1.5220261680111742,1.7152915505454198
Gotrun enkle,Göteborg Trail,1.2742592332537566,1.3146358998601508,1.2660454591942094
Gotrun enkle,Hammarby Alpin Marathon,1.8416138983601233,1.775356439857424,1.868414986039076
Gotrun enkle,Idre 45 km,1.8698098044468257,1.505291646697302,1.4884241860659146
Gotrun enkle,Jättelångt,1.0507665940988467,1.0831872697469853,1.1043834797777905
Gotrun enkle,Kolmården Ultra Trail,1.239008138074171,1.2272723093613813,
Gotrun enkle,Kullamannen 100 km,0.6806946476126177,0.5939763807557447,0.594974396026427
Gotrun enkle,Kullamannen 100 miles,0.4149385183118944,0.3604102373025966,0.3474976067044429
Gotrun enkle,Kullamannen 50 km,1.5975914644881861,1.316308217219379,1.444291479559972
Gotrun enkle,Lejonbragden 100 km,0.8651572551134005,0.9142132802560002,1.2165850929939868
Gotrun enkle,Lejonbragden 50 km,1.5786726670337365,1.6153953207198934,
Gotrun enkle,Peters Trail 104 km,0.651250251198576,0.6437006924753583,
Gotrun enkle,Peters Trail 52 km,1.3488524200261625,1.2711694124369108,
Gotrun enkle,Sandsjöbacka 60 km,1.2742413391189564,1.1316214463438723,1.1144154378520206
Gotrun enkle,Sandsjöbacka 90 km,0.6778622760753612,0.651312402871941,0.5890815942576221
Gotrun enkle,Silverleden Ultra,1.1865936106497887,0.9762636124946062,1.0466605573602057
Gotrun enkle,Snapphaneracet,1.2320267206147915,1.2981561263092378,
Gotrun enkle,Sätila 85 km,0.8143594345972628,0.8049927030188998,0.808167611019455
Gotrun enkle,Sörmland Ultra Marathon,1.735620971289761,1.650904076382705,1.696497830864787
Gotrun enkle,Sörmlands100 100 km,0.7356342960992697,0.6681936954463544,0.7128514688132633
Gotrun enkle,Sörmlands100 100 miles,0.3235691260264881,0.34369582233566,0.3487556866269757
Gotrun enkle,Sörmlands100 55 km,1.516681152637561,1.279564996501184,1.4296158956511757
Gotrun enkle,TEC 100 miles,0.3740350275517977,0.3851030572714778,0.4253756803424518
Gotrun enkle,TEC 200 miles,0.12578505920081212,0.1842924793140801,
Gotrun enkle,TEC 46 km,1.6693894972330154,1.6421062084508151,
Gotrun enkle,TEC 50 miles,0.9042243640335144,0.8540229811518727,0.8762380537686435
Gotrun enkle,Trail genom Skåne,1.4959279897128162,1.5539005977637699,
Gotrun enkle,Trans Scania,0.19205858697032552,0.20882886688255817,0.22037594351811712
Gotrun enkle,UKA pain 50 km,1.5378618398752626,1.2707519194246248,1.3829853874554103
Gotrun enkle,UTMB,0.31457246364250924,0.29336086316800414,0.22575168503081441
Gotrun enkle,Ultravasan 90,0.9881948074577452,0.9798107695469627,0.8506479313532687
Gotrun enkle,Ursvik Ultra 45 km,1.4853332751968804,1.5395067661552977,1.4923906033654641
Gotrun enkle,Ursvik Ultra 75 km,0.9161708085650944,0.9284268584464723,0.81609011641047
Gotrun enkle,VXO 100 km,1.1225567010494444,1.1162861682555612,0.9246779859095116
Gotrun enkle,Öland Ultra,1.7190164058651916,1.7300504166828674,
Gotrun enkle,Österlen Spring Trail,1.4232385971516406,1.2703709695839203,1.3679331513327686
Gotrun enkle,Östgöta ultra trail,1.155879393144211,1.176363540225428,1.1898131085693129
Göteborg Trail,Aros Marathon 50 km,1.3913094447266616,1.3161967723118801,
Göteborg Trail,Björnfrossa,0.877110867503418,0.8176349800700567,0.8480718876457987
Göteborg Trail,Black river run 100 miles,0.3191928066196312,0.31329316042320404,0.28588244720264944
Göteborg Trail,Black river run 50 miles,0.6589430630997437,0.6638054176323109,
Göteborg Trail,Borås 50 km,1.0843611999390894,1.082494669509595,1.207495689674604
Göteborg Trail,Borås 91 km,0.526919434085124,0.584828936758438,0.5400066332744616
Göteborg Trail,Ecotrail Stockholm 45 km,1.323802795954789,1.1696107172271595,1.2090910307110943
Göteborg Trail,Ecotrail Stockholm 80,0.7154195466966725,0.6854839798549883,0.6316554010127671
Göteborg Trail,Fjällmaraton 100 km,0.5120185221136493,0.45934196180971815,0.4043248615121426
Göteborg Trail,Fjällmaraton 45 km,1.377342798011644,1.0935761635765406,1.014671825404042
Göteborg Trail,Gax 100 miles,0.3010866348145956,0.28756404047612977,0.28169263456090654
Göteborg Trail,Gotland Run 511 km,0.03888197265539685,0.047956812514169125,
Göteborg Trail,Gotland Ultra,1.2803178769844836,1.1577549100652775,1.2863542537700967
Göteborg Trail,Gotrun enkle,0.7847696715891558,0.760666888913028,0.8035850999692775
Göteborg Trail,Hammarby Alpin Marathon,1.445242734210099,1.3504548598180561,
Göteborg Trail,Idre 45 km,1.467370026169919,1.1450255138000056,1.174528547812254
Göteborg Trail,Jättelångt,0.8246097549678076,0.8239446905886363,
Göteborg Trail,Kolmården Ultra Trail,0.9723360096127588,0.9335454094110291,1.0153337125943946
Göteborg Trail,Kullamannen 100 km,0.5341885150594501,0.45181816563729243,0.44485438761558943
Göteborg Trail,Kullamannen 100 miles,0.3256311647453163,0.2741521339413723,0.25776429670672857
Göteborg Trail,Kullamannen 50 km,1.2537413289200323,1.0012720764429193,1.0662784636274325
Göteborg Trail,Lejonbragden 100 km,0.6789491749683189,0.6954117716953059,
Göteborg Trail,Lejonbragden 50 km,1.2388944304548422,1.2287777329766645,
Göteborg Trail,Peters Trail 104 km,0.5110814457554618,0.48964180313639255,
Göteborg Trail,Peters Trail 52 km,1.0585384706861696,0.9669364822397867,
Göteborg Trail,Sandsjöbacka 60 km,0.9999859572257095,0.8607869650176544,0.8406191209509416
Göteborg Trail,Sandsjöbacka 90 km,0.5319657557783389,0.4954317792030681,0.4739231132216428
Göteborg Trail,Silverleden Ultra,0.9312026781394254,0.742611404875266,0.6941523341523341
Göteborg Trail,Snapphaneracet,0.9668572049259345,0.9874643819230358,
Göteborg Trail,Sätila 85 km,0.6390845860444245,0.6123312950030756,0.5907616654842807
Göteborg Trail,Sörmland Ultra Marathon,1.3620626996423175,1.2557880676758681,1.2269875114224795
Göteborg Trail,Sörmlands100 100 km,0.5773034849595436,0.5082728195064777,0.577273461326756
Göteborg Trail,Sörmlands100 100 miles,0.25392723676819723,0.26143803190847126,0.25195165852404217
Göteborg Trail,Sörmlands100 55 km,1.190245370060841,0.973322725050565,
Göteborg Trail,TEC 100 miles,0.29353134573466516,0.29293514448559066,0.289655423529269
Göteborg Trail,TEC 200 miles,0.09871229959984384,0.14018518688990989,
Göteborg Trail,TEC 46 km,1.3100862474979396,1.2490958208470497,
Göteborg Trail,TEC 50 miles,0.7096078572054944,0.6496270041330245,
Göteborg Trail,Trail genom Skåne,1.1739589172079528,1.1820007333810614,
Göteborg Trail,Trans Scania,0.1507217542225797,0.15884920448678838,
Göteborg Trail,UKA pain 50 km,1.2068673310284048,0.9666189091289882,1.1365126075444258
Göteborg Trail,UTMB,0.24686692898372364,0.22314989511484623,
Göteborg Trail,Ultravasan 90,0.7755053145147238,0.7453096097947679,0.6677806932784831
Göteborg Trail,Ursvik Ultra 45 km,1.1656445065767012,1.1710518222719069,
Göteborg Trail,Ursvik Ultra 75 km,0.7189830645572004,0.7062235699977744,
Göteborg Trail,VXO 100 km,0.8809484536227786,0.8491219267436027,
Göteborg Trail,Öland Ultra,1.3490319402871973,1.3159920681208446,
Göteborg Trail,Österlen Spring Trail,1.1169144864797038,0.9663291331988275,0.989157904299848
Göteborg Trail,Östgöta ultra trail,0.9070990917544552,0.8948207943739921,0.8443923947523787
Hammarby Alpin Marathon,Aros Marathon 50 km,0.9626821929584619,0.9746321861429775,0.9940557280153572
Hammarby Alpin Marathon,Björnfrossa,0.6068951925800928,0.6054515440673189,0.6388298077134789
Hammarby Alpin Marathon,Black river run 100 miles,0.2208575757304096,0.23199084230435763,0.23543438964509653
Hammarby Alpin Marathon,Black river run 50 miles,0.4559393709458021,0.4915420999127243,0.5407581405504012
Hammarby Alpin Marathon,Borås 50 km,0.7502969392416629,0.8015778251599147,
Hammarby Alpin Marathon,Borås 91 km,0.3645888829692772,0.43306070729178664,
Hammarby Alpin Marathon,Ecotrail Stockholm 45 km,0.9159726353361095,0.8660864957639077,1.0244694437367157
Hammarby Alpin Marathon,Ecotrail Stockholm 80,0.4950168783153834,0.5075948854353726,0.49835013787913296
Hammarby Alpin Marathon,Fjällmaraton 100 km,0.3542785651114131,0.34013870102374566,0.3135203898191013
Hammarby Alpin Marathon,Fjällmaraton 45 km,0.9530183168604089,0.8097835744942083,0.7801809519726036
Hammarby Alpin Marathon,Gax 100 miles,0.2083294575282229,0.21293865425081493,0.22677842252310337
Hammarby Alpin Marathon,Gotland Run 511 km,0.02690342025946796,0.03551159978840777,
Hammarby Alpin Marathon,Gotland Ultra,0.8858843201064385,0.8573073743621904,0.9629001758400344
Hammarby Alpin Marathon,Gotrun enkle,0.5430019836896628,0.5632671713407075,0.5387578403634602
Hammarby Alpin Marathon,Göteborg Trail,0.6919252913916585,0.7404912446571726,
Hammarby Alpin Marathon,Idre 45 km,1.0153104329370068,0.8478813678779848,0.8110654649854774
Hammarby Alpin Marathon,Jättelångt,0.5705683449905045,0.6101238294626483,0.6030933365036864
Hammarby Alpin Marathon,Kolmården Ultra Trail,0.6727838767819105,0.6912822021587629,0.822258990730615
Hammarby Alpin Marathon,Kullamannen 100 km,0.36961854394058735,0.33456739583147926,0.35815798781077757
Hammarby Alpin Marathon,Kullamannen 100 miles,0.2253124385526081,0.2030072548876667,0.20012901155953813
Hammarby Alpin Marathon,Kullamannen 50 km,0.8674953343427585,0.7414332061256891,0.747239435307273
Hammarby Alpin Marathon,Lejonbragden 100 km,0.4697821057300801,0.5149463283719067,
Hammarby Alpin Marathon,Lejonbragden 50 km,0.8572223897959694,0.9098991528989093,
Hammarby Alpin Marathon,Peters Trail 104 km,0.353630178279218,0.3625754682406497,
Hammarby Alpin Marathon,Peters Trail 52 km,0.7324295397788084,0.7160079992381678,
Hammarby Alpin Marathon,Sandsjöbacka 60 km,0.6919155748409656,0.637405211110593,0.5087479801638157
Hammarby Alpin Marathon,Sandsjöbacka 90 km,0.368080560577311,0.36686289482479745,
Hammarby Alpin Marathon,Silverleden Ultra,0.6443226844163147,0.5498972434926973,0.6472675349400718
Hammarby Alpin Marathon,Snapphaneracet,0.6689929532525016,0.7312087292248145,
Hammarby Alpin Marathon,Sätila 85 km,0.4421987884227059,0.4534259627793658,0.3857495933585416
Hammarby Alpin Marathon,Sörmland Ultra Marathon,0.9424456303437195,0.9299000692589294,0.9357423278703662
Hammarby Alpin Marathon,Sörmlands100 100 km,0.3994508820520522,0.3763715727417622,0.43363668347756584
Hammarby Alpin Marathon,Sörmlands100 100 miles,0.17569867729311353,0.19359257364862553,0.17042609468153863
Hammarby Alpin Marathon,Sörmlands100 55 km,0.8235608745069198,0.720736956125804,0.8029480542153855
Hammarby Alpin Marathon,TEC 100 miles,0.2031017619300438,0.21691590974396377,0.23450547248620587
Hammarby Alpin Marathon,TEC 200 miles,0.06830153666456265,0.10380590352260773,
Hammarby Alpin Marathon,TEC 46 km,0.9064818085482163,0.9249445190751048,1.1057715733024562
Hammarby Alpin Marathon,TEC 50 miles,0.49099562337072206,0.4810431088533736,0.5750744047619047
Hammarby Alpin Marathon,Trail genom Skåne,0.8122918658709486,0.875261194247033,
Hammarby Alpin Marathon,Trans Scania,0.10428819370952039,0.11762644514322367,
Hammarby Alpin Marathon,UKA pain 50 km,0.8350620296929022,0.7157728391300829,0.7722048710201324
Hammarby Alpin Marathon,UTMB,0.17081347177202683,0.16524054357871001,0.12717538153615213
Hammarby Alpin Marathon,Ultravasan 90,0.53659174072138,0.5518952406118793,0.4886439880184408
Hammarby Alpin Marathon,Ursvik Ultra 45 km,0.8065389148721699,0.8671536214321744,0.8926605504555493
Hammarby Alpin Marathon,Ursvik Ultra 75 km,0.4974825664494085,0.5229523703538839,0.494940587746685
Hammarby Alpin Marathon,VXO 100 km,0.609550515473972,0.6287673524000669,0.5310821720664116
Hammarby Alpin Marathon,Öland Ultra,0.9334293183798734,0.974480604481771,0.9981415687346269
Hammarby Alpin Marathon,Österlen Spring Trail,0.7728213815170337,0.7155582625908866,0.7213322435635472
Hammarby Alpin Marathon,Östgöta ultra trail,0.6276448033833102,0.6626069637711174,0.6571340713407134
Idre 45 km,Aros Marathon 50 km,0.948165370638115,1.1494912178365415,1.1282387773286233
Idre 45 km,Björnfrossa,0.5977434810991907,0.714075774046785,0.7251015513670377
Idre 45 km,Black river run 100 miles,0.21752714102575596,0.2736123838703606,0.2844116693273084
Idre 45 km,Black river run 50 miles,0.44906400658850526,0.5797298048227192,0.686288809631588
Idre 45 km,Borås 50 km,0.7389827927516369,0.9453891257995736,0.9472283787711576
Idre 45 km,Borås 91 km,0.359091043627538,0.5107562492800368,0.47055127638284505
Idre 45 km,Ecotrail Stockholm 45 km,0.9021601725163593,1.0214713149452561,1.1469928082033627
Idre 45 km,Ecotrail Stockholm 80,0.4875522424047581,0.5986626250624468,0.5791767083653199
Idre 45 km,Fjällmaraton 100 km,0.34893620080962345,0.4011630800132096,0.3738773356762112
Idre 45 km,Fjällmaraton 45 km,0.9386472215237617,0.9550670709050668,0.9070633982517224
Idre 45 km,Gax 100 miles,0.2051879413132637,0.2511420374571293,0.2533637865150236
Idre 45 km,Gotland Run 511 km,0.026497728563316298,0.04188274578704753,0.04641805887032617
Idre 45 km,Gotland Ultra,0.872525575792445,1.0111171289301901,1.1895699700736084
Idre 45 km,Gotrun enkle,0.5348137535816619,0.6643230912720858,0.6810303114638536
Idre 45 km,Göteborg Trail,0.6814913635725319,0.8733429848923556,0.8556677659768145
Idre 45 km,Hammarby Alpin Marathon,0.9849204416301348,1.1794102782358886,1.2336113237961848
Idre 45 km,Jättelångt,0.5619644263282227,0.7195863154648879,0.7064616828221937
Idre 45 km,Kolmården Ultra Trail,0.6626385930416735,0.8153053343875843,0.8722554442940572
Idre 45 km,Kullamannen 100 km,0.3640448595326507,0.39459222540626165,0.3987784931094408
Idre 45 km,Kullamannen 100 miles,0.22191482648399738,0.23942884297096695,0.22363955196166707
Idre 45 km,Kullamannen 50 km,0.8544138878129511,0.874453943930026,0.9236884266013182
Idre 45 km,Lejonbragden 100 km,0.46269799904560516,0.6073329924216597,
Idre 45 km,Lejonbragden 50 km,0.8442958547330858,1.073144413087102,
Idre 45 km,Peters Trail 104 km,0.34829759136451066,0.42762523387921225,0.396909555754884
Idre 45 km,Peters Trail 52 km,0.7213848257819003,0.8444671936006095,
Idre 45 km,Sandsjöbacka 60 km,0.6814817935431324,0.75176225738495,0.7431003633978369
Idre 45 km,Sandsjöbacka 90 km,0.3625300682792727,0.4326818688597379,0.44709479173216005
Idre 45 km,Silverleden Ultra,0.6346065828876306,0.6485544609488704,0.675241728629928
Idre 45 km,Snapphaneracet,0.658904834964902,0.862395090783549,0.906046566312774
Idre 45 km,Sätila 85 km,0.43553062598160197,0.5347752409209876,0.5062482940829452
Idre 45 km,Sörmland Ultra Marathon,0.9282339664505269,1.0967336994162462,1.1174831734399824
Idre 45 km,Sörmlands100 100 km,0.39342733916025413,0.4438965013274408,0.49443425719842043
Idre 45 km,Sörmlands100 100 miles,0.1730492188333639,0.2283250711513272,0.20960966155113095
Idre 45 km,Sörmlands100 55 km,0.8111419402286555,0.8500445739592221,0.9111351211903165
Idre 45 km,TEC 100 miles,0.20003907705599724,0.25583285346491924,0.2720713337680241
Idre 45 km,TEC 200 miles,0.06727157965567789,0.12242974955612661,
Idre 45 km,TEC 46 km,0.8928124632049924,1.0908890725951295,1.0257537257056522
Idre 45 km,TEC 50 miles,0.48359162620875484,0.5673471868562142,0.6088953130810842
Idre 45 km,Trail genom Skåne,0.8000428632661809,1.0322920486359695,1.1471029100118881
Idre 45 km,Trans Scania,0.10271557380518986,0.13872983839426792,0.12205156335710368
Idre 45 km,UKA pain 50 km,0.82246966307369,0.8441898433521031,0.9085622160702511
Idre 45 km,UTMB,0.1682376800540812,0.19488639547801587,0.14348366097049123
Idre 45 km,Ultravasan 90,0.5285001742463844,0.6509109192871194,0.581369791068778
Idre 45 km,Ursvik Ultra 45 km,0.7943766642277872,1.0227298939265794,1.068634227702353
Idre 45 km,Ursvik Ultra 75 km,0.4899807490506443,0.6167754006231916,0.6424726824039982
Idre 45 km,VXO 100 km,0.6003587628965008,0.741574678039806,0.6958739417356559
Idre 45 km,Öland Ultra,0.9193536164892206,1.1493124408673225,1.0660569782472828
Idre 45 km,Österlen Spring Trail,0.7611675763849677,0.8439367695763067,0.8910572754875247
Idre 45 km,Östgöta ultra trail,0.618180196935149,0.781485463502331,0.7864526088427397
Jättelångt,Aros Marathon 50 km,1.6872337931303973,1.5974334046276493,1.5572283836715064
Jättelångt,Björnfrossa,1.0636678285932477,0.9923420702983452,1.0488553962277742
Jättelångt,Black river run 100 miles,0.3870834715411441,0.38023566873085074,0.3766740445758966
Jättelångt,Black river run 50 miles,0.7990968565797144,0.8056431763133035,0.8830322305304535
Jättelångt,Borås 50 km,1.314999238617329,1.3137953091684436,
Jättelångt,Borås 91 km,0.6389924820931747,0.7097914986752678,
Jättelångt,Ecotrail Stockholm 45 km,1.6053688280785248,1.419525765001987,1.5458883152541414
Jättelångt,Ecotrail Stockholm 80,0.8675855971708728,0.8319538771046271,0.7989610152468376
Jättelångt,Fjällmaraton 100 km,0.6209222229412483,0.5574912576735686,0.4924065218233016
Jättelångt,Fjällmaraton 45 km,1.6702965126399876,1.3272446270577656,1.1877059484879993
Jättelångt,Gax 100 miles,0.3651262103082322,0.3490089125651025,0.33489202327770523
