event1,event2,ratio_winner,ratio_median,ratio_avg
Björnfrossa,Ursvik Ultra 45 km,1.3289591427530212,1.4322428110543515,1.4551739272139737
Björnfrossa,Ursvik Ultra 75 km,0.8197174282011717,0.8637394279991097,0.7692331193688782
Björnfrossa,VXO 100 km,1.0043752577485259,1.038509784244857,
Björnfrossa,Öland Ultra,1.5380403894972152,1.6095104786344725,
Björnfrossa,Österlen Spring Trail,1.2734017190538929,1.181858845026457,1.2769490357611284
Björnfrossa,Östgöta ultra trail,1.0341897761868972,1.094401311325161,1.1105084440384054
Black river run 100 miles,Aros Marathon 50 km,4.358837091164863,4.20116663426016,3.856475466701499
Black river run 100 miles,Björnfrossa,2.747902989394854,2.609807947819785,
Black river run 100 miles,Black river run 50 miles,2.064404489807249,2.1187995829070334,1.8785406559313955
Black river run 100 miles,Borås 50 km,3.397198111770976,3.455213219616205,
Black river run 100 miles,Borås 91 km,1.6507873083525721,1.8667146642091925,1.9650897533067215
Black river run 100 miles,Ecotrail Stockholm 45 km,4.1473453301606185,3.733278810323279,4.260431223797165
Black river run 100 miles,Ecotrail Stockholm 80,2.2413398167497185,2.187995355305618,2.1486800729574007
Black river run 100 miles,Fjällmaraton 100 km,1.6041042012698001,1.4661729646099768,1.302514323705233
Black river run 100 miles,Fjällmaraton 45 km,4.315080946209938,3.490584225009289,3.3527818010653743
Black river run 100 miles,Gax 100 miles,0.9432751257874932,0.9178752580735605,0.9135675055031207
Black river run 100 miles,Gotland Run 511 km,0.12181343642161359,0.15307328270233508,0.19042466312780726
Black river run 100 miles,Gotland Ultra,4.0111113108829715,3.695436276046863,
Black river run 100 miles,Gotrun enkle,2.4586070090368084,2.42797157743725,2.2695381175879397
Black river run 100 miles,Göteborg Trail,3.132902682207555,3.1918985995390887,3.4979914934225462
Black river run 100 miles,Hammarby Alpin Marathon,4.5278048384478,4.3105149757940096,4.262908612645077
Black river run 100 miles,Idre 45 km,4.59712749077871,3.6548053339347635,3.5816512253154684
Black river run 100 miles,Jättelångt,2.5834221131131594,2.629947903987536,2.6731731091106394
Black river run 100 miles,Kolmården Ultra Trail,3.046234092522803,2.9797822849052094,
Black river run 100 miles,Kullamannen 100 km,1.6735606316342222,1.4421577701439938,1.508336981650292
Black river run 100 miles,Kullamannen 100 miles,1.0201707494409715,0.875065812388119,0.8718212371008848
Black river run 100 miles,Kullamannen 50 km,3.927849572168034,3.1959589385557496,3.044448089516848
Black river run 100 miles,Lejonbragden 100 km,2.1270816913408526,2.2196838601772435,1.9645132694332097
Black river run 100 miles,Lejonbragden 50 km,3.8813356841439766,3.922133925033032,5.60645530666285
Black river run 100 miles,Peters Trail 104 km,1.6011684322338013,1.5628869857068457,
Black river run 100 miles,Peters Trail 52 km,3.316298014032584,3.086363203504428,
Black river run 100 miles,Sandsjöbacka 60 km,3.132858687562315,2.7475447081413535,2.749920206498343
Black river run 100 miles,Sandsjöbacka 90 km,1.6665969431205272,1.5813680022054322,1.6092719220162017
Black river run 100 miles,Silverleden Ultra,2.9173673680218646,2.370340303223117,2.577706037896492
Black river run 100 miles,Snapphaneracet,3.02906953062416,3.1518861777548697,2.8941492801470337
Black river run 100 miles,Sätila 85 km,2.0021898137760825,1.9544994029742737,1.8347177531993335
Black river run 100 miles,Sörmland Ultra Marathon,4.26720988504428,4.008348174532502,3.883464830109173
Black river run 100 miles,Sörmlands100 100 km,1.8086356364775233,1.6223553007665104,1.7639824836067433
Black river run 100 miles,Sörmlands100 100 miles,0.795529321156638,0.8344836879149051,0.8293844032493206
Black river run 100 miles,Sörmlands100 55 km,3.728922912348733,3.1067474429884685,
Black river run 100 miles,TEC 100 miles,0.9196051403641256,0.9350192774393375,0.9671672590376726
Black river run 100 miles,TEC 200 miles,0.30925602818322656,0.4474569017100288,0.40212023083775994
Black river run 100 miles,TEC 46 km,4.104372718709525,3.986987201251827,
Black river run 100 miles,TEC 50 miles,2.223132359154649,2.073543524714975,2.172191640028567
Black river run 100 miles,Trail genom Skåne,3.6778990405222722,3.7728264855331854,4.346614165114379
Black river run 100 miles,Trans Scania,0.47219658807094783,0.5070305533392782,0.5428593448105036
Black river run 100 miles,UKA pain 50 km,3.7809978984475627,3.0853495423368194,2.370013121032661
Black river run 100 miles,UTMB,0.7734100639614498,0.7122718377043722,0.6183840314275096
Black river run 100 miles,Ultravasan 90,2.429582679909392,2.3789526997269443,2.0974113993385326
Black river run 100 miles,Ursvik Ultra 45 km,3.651850801154649,3.7378786714973975,
Black river run 100 miles,Ursvik Ultra 75 km,2.252503971413061,2.2541940240373917,2.0859757176406903
Black river run 100 miles,VXO 100 km,2.759925773241401,2.710311088810838,2.2569883479516153
Black river run 100 miles,Öland Ultra,4.226385784109423,4.200513239239473,4.539084294464107
Black river run 100 miles,Österlen Spring Trail,3.4991843904887383,3.084424606951159,3.306511968830625
Black river run 100 miles,Östgöta ultra trail,2.8418531775855698,2.8561772404008003,2.960693843086327
Black river run 50 miles,Aros Marathon 50 km,2.1114258919151263,1.9828051072655388,1.7270186846018976
Black river run 50 miles,Björnfrossa,1.331087489376378,1.2317389378749446,1.0396011510065604
Black river run 50 miles,Black river run 100 miles,0.48440119411548493,0.4719653562645982,0.6108224809889694
Black river run 50 miles,Borås 50 km,1.6456068219887314,1.6307409381663114,
Black river run 50 miles,Borås 91 km,0.7996433433966732,0.8810246515378413,
Black river run 50 miles,Ecotrail Stockholm 45 km,2.0089790303390838,1.7619782637493016,2.2381435401704146
Black river run 50 miles,Ecotrail Stockholm 80,1.085707683652146,1.0326580073721021,0.8618225788928173
Black river run 50 miles,Fjällmaraton 100 km,0.7770299905807574,0.6919828455876698,0.8861234924245804
Black river run 50 miles,Fjällmaraton 45 km,2.090230363049071,1.6474348273280954,1.4128810579727515
Black river run 50 miles,Gax 100 miles,0.45692359731089593,0.433205323183148,0.4949163763049866
Black river run 50 miles,Gotland Run 511 km,0.059006574061940334,0.07224528640519913,
Black river run 50 miles,Gotland Ultra,1.9429871087218396,1.7441178985775776,1.9500595975487858
Black river run 50 miles,Gotrun enkle,1.190952171038131,1.14591847054549,1.0813161945875458
Black river run 50 miles,Göteborg Trail,1.5175818003089454,1.506465559691938,
Black river run 50 miles,Hammarby Alpin Marathon,2.1932740704659848,2.0344137362345056,1.8508339314793159
Black river run 50 miles,Idre 45 km,2.22685404603433,1.7249415015082743,1.4719572928064983
Black river run 50 miles,Jättelångt,1.251412756496364,1.2412442994628106,1.139056547644477
Black river run 50 miles,Kolmården Ultra Trail,1.4755994319733465,1.4063540076862255,1.4150319941256688
Black river run 50 miles,Kullamannen 100 km,0.8106747683882826,0.6806485057757685,0.6620784544226382
Black river run 50 miles,Kullamannen 100 miles,0.49417192923089587,0.4130007478987286,0.3702062287818198
Black river run 50 miles,Kullamannen 50 km,1.9026550230641923,1.5083818990424913,1.8817991783801062
Black river run 50 miles,Lejonbragden 100 km,1.0303609112666945,1.0476138838633313,1.511154559436093
Black river run 50 miles,Lejonbragden 50 km,1.8801236401623849,1.8511113352456816,
Black river run 50 miles,Peters Trail 104 km,0.7756079005540722,0.7376285130104353,
Black river run 50 miles,Peters Trail 52 km,1.606418718040195,1.4566565089039138,
Black river run 50 miles,Sandsjöbacka 60 km,1.5175604892502563,1.2967459170308453,1.3726871372198233
Black river run 50 miles,Sandsjöbacka 90 km,0.8073015493568003,0.7463509125463226,0.5996697662292517
Black river run 50 miles,Silverleden Ultra,1.4131762367433407,1.118718505679034,1.1771323943510723
Black river run 50 miles,Snapphaneracet,1.4672848976931745,1.4875810827895397,2.772574112521698
Black river run 50 miles,Sätila 85 km,0.9698631366389948,0.9224560070436975,0.7731119629611192
Black river run 50 miles,Sörmland Ultra Marathon,2.0670415638568507,1.891801474225784,1.710899743055164
Black river run 50 miles,Sörmlands100 100 km,0.8761052620295324,0.7656954975140254,
Black river run 50 miles,Sörmlands100 100 miles,0.3853553531221566,0.39384739106375394,0.4625138938951411
Black river run 50 miles,Sörmlands100 55 km,1.8062947115063182,1.4662771637541818,
Black river run 50 miles,TEC 100 miles,0.4454578281071206,0.4412967063909241,0.5435149144817988
Black river run 50 miles,TEC 200 miles,0.149803989339367,0.211184156028627,0.2544651147548147
Black river run 50 miles,TEC 46 km,1.9881630460379136,1.8817198348612116,
Black river run 50 miles,TEC 50 miles,1.0768879694512872,0.9786407083722537,1.0430390426323066
Black river run 50 miles,Trail genom Skåne,1.781578687065185,1.7806433963691817,
Black river run 50 miles,Trans Scania,0.22873259111882488,0.23930085574380877,0.235145606732577
Black river run 50 miles,UKA pain 50 km,1.8315198969561386,1.4561780959498118,1.327278763759266
Black river run 50 miles,UTMB,0.37464075852385986,0.33616763163938407,
Black river run 50 miles,Ultravasan 90,1.1768927513504095,1.1227832584632549,0.8586752870194809
Black river run 50 miles,Ursvik Ultra 45 km,1.7689608888109023,1.764149238867112,1.7138090269783353
Black river run 50 miles,Ursvik Ultra 75 km,1.091115613502359,1.0639014856443356,0.8924207983653923
Black river run 50 miles,VXO 100 km,1.3369113402282378,1.279172938618498,0.8679051854575099
Black river run 50 miles,Öland Ultra,2.0472663206153148,1.982496727451819,3.9138847117794486
Black river run 50 miles,Österlen Spring Trail,1.6950090971830103,1.455741558490997,1.8282383957398076
Black river run 50 miles,Östgöta ultra trail,1.3765970727233354,1.3480167088206005,1.1851607801792303
Borås 50 km,Aros Marathon 50 km,1.2830682661873314,1.2158921511439498,
Borås 50 km,Björnfrossa,0.8088733417911734,0.7553247171558561,
Borås 50 km,Black river run 100 miles,0.2943602248379607,0.2894177396412824,
Borås 50 km,Black river run 50 miles,0.6076785697761574,0.6132181860378456,
Borås 50 km,Borås 91 km,0.48592612324631507,0.54026033867066,0.48766674778222685
Borås 50 km,Ecotrail Stockholm 45 km,1.220813503866746,1.0804771147344594,
Borås 50 km,Ecotrail Stockholm 80,0.6597612923967208,0.6332446700781766,0.5273275324569174
Borås 50 km,Fjällmaraton 100 km,0.4721844733492957,0.4243364653405775,
Borås 50 km,Fjällmaraton 45 km,1.2701881975203575,1.0102369964297062,
Borås 50 km,Gax 100 miles,0.2776626781108621,0.2656493824643087,
Borås 50 km,Gotland Run 511 km,0.035857030533350806,0.04430212347918083,
Borås 50 km,Gotland Ultra,1.1807116273215987,1.0695248140018814,
Borås 50 km,Gotrun enkle,0.7237161119682609,0.7026980458551678,0.6307729336383427
Borås 50 km,Göteborg Trail,0.922201937930066,0.9237920778427781,0.8397390225123779
Borås 50 km,Hammarby Alpin Marathon,1.3328056502679007,1.2475395009841996,
Borås 50 km,Idre 45 km,1.353211481794391,1.0577654985763019,1.071297789984612
Borås 50 km,Jättelångt,0.7604567140673492,0.7611535777464011,
Borås 50 km,Kolmården Ultra Trail,0.8966901523840735,0.8624018535204016,
Borås 50 km,Kullamannen 100 km,0.49262968380780914,0.41738604204118684,0.3937156247372474
Borås 50 km,Kullamannen 100 miles,0.30029769117855526,0.2532595694587319,0.2079432156315862
Borås 50 km,Kullamannen 50 km,1.15620268319307,0.9249672119831573,0.9483338298506192
Borås 50 km,Lejonbragden 100 km,0.6261282449118031,0.6424158855307343,
Borås 50 km,Lejonbragden 50 km,1.1425108446562209,1.1351351351534513,
Borås 50 km,Peters Trail 104 km,0.47132029971578676,0.4523272187180526,
Borås 50 km,Peters Trail 52 km,0.9761862290403139,0.8932482620702791,
Borås 50 km,Sandsjöbacka 60 km,0.9221889876564014,0.7951881789936377,0.7525311950648194
Borås 50 km,Sandsjöbacka 90 km,0.4905798508912163,0.4576759527393467,
Borås 50 km,Silverleden Ultra,0.8587569143858456,0.6860185327394666,0.6921181398950963
Borås 50 km,Snapphaneracet,0.8916375880843437,0.9122117731724158,0.8510593664778687
Borås 50 km,Sätila 85 km,0.5893650437514023,0.5656667993390503,0.5594937860319437
Borås 50 km,Sörmland Ultra Marathon,1.2560968611924026,1.1600870683684574,1.1812455003599713
Borås 50 km,Sörmlands100 100 km,0.5323903926034719,0.4695384040428964,0.4531999003922057
Borås 50 km,Sörmlands100 100 miles,0.2341721898408582,0.2415143827238532,0.20429421938871095
Borås 50 km,Sörmlands100 55 km,1.0976465868823961,0.8991478225860565,0.9491942148760331
Borås 50 km,TEC 100 miles,0.2706951758797284,0.27061116579751826,
Borås 50 km,TEC 200 miles,0.09103267398850928,0.12950196507980802,
Borås 50 km,TEC 46 km,1.2081640762981278,1.1539048237650267,
Borås 50 km,TEC 50 miles,0.6544017410853085,0.6001202799708257,
Borås 50 km,Trail genom Skåne,1.082627188499456,1.091922913501778,1.1101738241308794
Borås 50 km,Trans Scania,0.13899589383228209,0.14674363667652257,
Borås 50 km,UKA pain 50 km,1.1129753914988814,0.8929548905463874,0.859750883664587
Borås 50 km,UTMB,0.2276611603196339,0.2061441052785418,
Borås 50 km,Ultravasan 90,0.7151725039205437,0.6885111130684988,0.5360611429237216
Borås 50 km,Ursvik Ultra 45 km,1.0749596229025693,1.0818083961581364,
Borås 50 km,Ursvik Ultra 75 km,0.663047575473548,0.6524037391497886,
Borås 50 km,VXO 100 km,0.8124123711474213,0.7844121090483358,
Borås 50 km,Öland Ultra,1.2440798696624105,1.2157030470339698,
Borås 50 km,Österlen Spring Trail,1.0300207039337475,0.8926871978377555,0.9561817176028632
Borås 50 km,Östgöta ultra trail,0.8365285403105613,0.8266283609316754,
Borås 91 km,Aros Marathon 50 km,2.6404595365558206,2.2505671138764662,
Borås 91 km,Björnfrossa,1.6646014756057004,1.3980754519466925,
Borås 91 km,Black river run 100 miles,0.6057715581772706,0.5357005112635337,0.5104702555774532
Borås 91 km,Black river run 50 miles,1.2505575244986906,1.1350420198282596,
Borås 91 km,Borås 50 km,2.0579259936043854,1.850959488272921,2.050580656868082
Borås 91 km,Ecotrail Stockholm 45 km,2.5123438429506244,1.9999193673794975,2.3130552067345707
Borås 91 km,Ecotrail Stockholm 80,1.3577399131972352,1.1721102304794566,1.284028710110503
Borås 91 km,Fjällmaraton 100 km,0.9717207014819129,0.7854296067423355,0.8112718872318576
Borås 91 km,Fjällmaraton 45 km,2.613953308446645,1.8699077539459017,1.8561243687493811
Borås 91 km,Gax 100 miles,0.5714092427381506,0.4917062450261543,0.4655591282600929
Borås 91 km,Gotland Run 511 km,0.07379111518804875,0.08200143580442833,
Borås 91 km,Gotland Ultra,2.4298171488160523,1.9796471024201134,
Borås 91 km,Gotrun enkle,1.4893541988097863,1.300665615366463,
Borås 91 km,Göteborg Trail,1.897823339418621,1.709901711674447,1.8595521788425586
Borås 91 km,Hammarby Alpin Marathon,2.7428153921091085,2.3091450763419696,
Borås 91 km,Idre 45 km,2.784809083228585,1.9578810859575428,2.1251669056921023
Borås 91 km,Jättelångt,1.5649636388901755,1.4088644367625818,
Borås 91 km,Kolmården Ultra Trail,1.8453219728002621,1.5962708934777412,
Borås 91 km,Kullamannen 100 km,1.0137954315292,0.7725646547888151,0.7403652444517238
Borås 91 km,Kullamannen 100 miles,0.6179904244957313,0.46877320308555476,0.4636895734407227
Borås 91 km,Kullamannen 50 km,2.3793795556181556,1.7120768373615753,1.8342941726394515
Borås 91 km,Lejonbragden 100 km,1.2885255905338924,1.1890857787403633,
Borås 91 km,Lejonbragden 50 km,2.351202765192939,2.1010891488842454,
Borås 91 km,Peters Trail 104 km,0.9699422960985272,0.8372393572902803,0.8694449290798307
Borås 91 km,Peters Trail 52 km,2.0089190153407066,1.6533663460622798,
Borås 91 km,Sandsjöbacka 60 km,1.8977966887138222,1.4718611048707395,1.4811328049011678
Borås 91 km,Sandsjöbacka 90 km,1.0095770270875977,0.8471396472772428,0.8399267139115555
Borås 91 km,Silverleden Ultra,1.7672581763021276,1.2697925123051832,
Borås 91 km,Snapphaneracet,1.834924169393491,1.6884670368677488,
Borås 91 km,Sätila 85 km,1.2128696432577968,1.0470263294375897,1.055585374990499
Borås 91 km,Sörmland Ultra Marathon,2.584954381132725,2.1472741664193133,
Borås 91 km,Sörmlands100 100 km,1.0956200276839287,0.8690965640717235,
Borås 91 km,Sörmlands100 100 miles,0.4819090364527629,0.44703333825709374,0.42751187431494336
Borås 91 km,Sörmlands100 55 km,2.2588754429364175,1.6642861935755984,
Borås 91 km,TEC 100 miles,0.557070638786204,0.500890304965513,0.4867262421678759
Borås 91 km,TEC 200 miles,0.18733850606826705,0.23970289101445913,
Borås 91 km,TEC 46 km,2.4863122571529495,2.135831082111769,
Borås 91 km,TEC 50 miles,1.3467103532394231,1.1107983263170016,
Borås 91 km,Trail genom Skåne,2.2279666325958654,2.0211050772087282,2.392219900337566
Borås 91 km,Trans Scania,0.2860432629217288,0.2716165266500837,0.2638678257286582
Borås 91 km,UKA pain 50 km,2.2904209884075657,1.6528233272565436,
Borås 91 km,UTMB,0.4685098195559099,0.38156438761684885,
Borås 91 km,Ultravasan 90,1.4717720857292211,1.2744061775154878,1.1450554235385804
Borås 91 km,Ursvik Ultra 45 km,2.212187350046366,2.002383515362214,
Borås 91 km,Ursvik Ultra 75 km,1.3645028405633801,1.2075728911640329,1.2608508264881857
Borås 91 km,VXO 100 km,1.6718845361100518,1.4519150359591906,
Borås 91 km,Öland Ultra,2.5602243018982307,2.2502170898298277,
Borås 91 km,Österlen Spring Trail,2.1197063805759457,1.65232783889756,1.8133158766221265
Borås 91 km,Östgöta ultra trail,1.7215138274970383,1.5300556079419774,
Ecotrail Stockholm 45 km,Aros Marathon 50 km,1.0509944902504786,1.1253289260483506,1.0703704788520838
Ecotrail Stockholm 45 km,Björnfrossa,0.6625691305258231,0.699065909731449,0.7066461254737186
Ecotrail Stockholm 45 km,Black river run 100 miles,0.24111809371834295,0.26786105480115646,0.23471802441367354
Ecotrail Stockholm 45 km,Black river run 50 miles,0.49776527524591224,0.5675438911897283,0.48525091594167563
Ecotrail Stockholm 45 km,Borås 50 km,0.8191259326937719,0.9255170575692964,
Ecotrail Stockholm 45 km,Borås 91 km,0.3980346889244066,0.5000201589678609,0.43232863491042167
Ecotrail Stockholm 45 km,Ecotrail Stockholm 80,0.5404275839897122,0.5860787437721939,0.5257709232440747
Ecotrail Stockholm 45 km,Fjällmaraton 100 km,0.3867785471357593,0.392730636821367,0.3215998993931548
Ecotrail Stockholm 45 km,Fjällmaraton 45 km,1.0404440919904838,0.9349915723832654,0.8448049728017759
Ecotrail Stockholm 45 km,Gax 100 miles,0.2274407001818105,0.2458630348034676,0.21269476952933655
Ecotrail Stockholm 45 km,Gotland Run 511 km,0.029371423579260036,0.04100237096652309,
Ecotrail Stockholm 45 km,Gotland Ultra,0.9671515129721857,0.9898634588523703,0.9763637913022902
Ecotrail Stockholm 45 km,Gotrun enkle,0.592814635221512,0.6503590277595694,0.6244916538485401
Ecotrail Stockholm 45 km,Göteborg Trail,0.7553995225389692,0.8549853256908744,0.830386184023685
Ecotrail Stockholm 45 km,Hammarby Alpin Marathon,1.0917356713752233,1.1546190881523648,0.9776136932128024
Ecotrail Stockholm 45 km,Idre 45 km,1.1084506171567516,0.9789800118406585,0.8793792631711773
Ecotrail Stockholm 45 km,Jättelångt,0.6229098151836584,0.7044606196341918,0.6476084281539087
Ecotrail Stockholm 45 km,Kolmården Ultra Trail,0.7345021574089245,0.7981676259125094,0.8099798763254158
Ecotrail Stockholm 45 km,Kullamannen 100 km,0.40352574922170964,0.3862979015004539,0.35574358312606735
Ecotrail Stockholm 45 km,Kullamannen 100 miles,0.24598162637242035,0.23439605152671242,0.1763327006197544
