,country,event,name,dist_km,year,finishers,duration
1790,UKR,118457,Trail Carpathia Ultra,119.0,2024,25,0 days 19:01:20.333333333
1609,FRA,110806,La Grande Ourcq - 100km,100.0,2024,25,0 days 09:45:52.500000
24,GRE,93619,Ultra Race Pame - Rio,111.0,2024,25,0 days 10:47:29.750000
1345,GER,107996,Schnadegang Rund um Ennepetal,57.0,2024,25,0 days 06:13:02.500000
1022,SWE,105029,High Coast Ultra 130 km,130.0,2024,25,0 days 13:08:24
1409,ITA,108501,Alvi Trail Liguria Ultra 440K - stage 1,54.0,2024,25,0 days 06:55:01
890,ESP,104549,Trailcat50,88.0,2024,24,0 days 09:32:05.500000
1706,CYP,111903,Olympusman Trail Run - Marathon,46.0,2024,24,0 days 05:44:30
30,DEN,94963,The Hammer Trail Bornholm 65km Winter Edition,63.0,2025,24,0 days 06:52:00
514,GER,102884,Auge um Auge KoBoLT,73.0,2024,24,0 days 07:42:00
431,FRA,102228,Sri Chinmoy 100km Lauf Paris,100.0,2024,24,0 days 09:14:02.666666666
447,SWE,102371,Höga Kusten Winter Trail,50.0,2024,24,0 days 06:27:38
892,ESP,104551,Trailcat200,321.0,2023,24,2 days 13:05:59
1585,SWE,110588,Bergslagsleden Ultra 48km,48.0,2024,24,0 days 04:07:49.750000
622,SWE,103525,Uka Pain - Int nod joll 100 miles,170.0,2024,24,0 days 21:25:15.250000
1484,FRA,109676,Trail en Côte-Rôtie - L'AOC - duo,46.0,2024,24,0 days 05:38:33.500000
1353,NED,108136,Sri Chinmoy 50 km-Lauf Amsterdam,50.0,2024,24,0 days 03:43:13
1558,MNE,110054,Bjelasica Ultra Trail 2022 - The Three Lake Trail,45.0,2022,24,0 days 10:25:07
1097,GER,105789,Im Schatten der Hünenburg - Ultramarathon,47.0,2024,24,0 days 04:15:22
285,GBR,101170,Yorkshire 3 Peaks Ultra 100km,100.0,2024,24,0 days 11:49:30.666666666
1710,NED,112006,Zevenheuvelentrail - NK trailrunning lange trail,60.0,2024,23,0 days 04:21:03
5,GER,83009,Deister Arschgeweih Ultra,50.0,2025,23,0 days 05:18:12
644,FRA,103682,50km Metz Métropole,50.0,2024,23,0 days 03:33:27.500000
210,GBR,100547,Kielder 82km Ultra Trail,82.0,2024,23,0 days 07:13:56
1058,GBR,105316,Pennine Journey North Ultra 52mi,83.68568,2024,23,0 days 10:19:13.333333333
1365,GER,108264,Int. 50km-Lauf des SSC Hanau-Rodenbach,50.0,2024,23,0 days 03:16:06
1232,GRE,107364,Authentic Phidippides Run Athens-Sparta-Athens 490 km,490.0,2024,23,2 days 13:22:40.666666666
656,DEN,103779,Cold Hawaii Ultra 100mi,160.934,2024,22,0 days 18:29:15.500000
100,GBR,98629,Devon Coast To Coast Ultra 100km,100.0,2024,22,0 days 14:44:41.500000
1188,NED,106907,Eemlake Run (Eemmeerloop),50.0,2025,22,0 days 03:21:01.500000
1624,ITA,110863,Trail La Scarpa della Valtrebbia,52.0,2024,22,0 days 06:13:52.666666666
1536,NOR,109961,Lustrafjorden Inn Ultra 100km,100.0,2024,22,0 days 15:04:03.500000
360,GBR,101924,North Coast 110 Mile,177.0274,2024,21,1 days 00:42:35.750000
108,GER,98699,Rund um Schloss Holte 50k (RUMS),50.0,2025,21,0 days 04:34:13
558,FRA,103155,100 km du Grand Est - course et marche,100.0,2024,21,0 days 09:31:03.333333333
574,FRA,103194,Les Aventuriers du Bout de Drôme - 120km,120.0,2023,21,0 days 18:11:45
1318,ITA,107679,Amalfi Positano UltraTrail SkyRun,50.0,2023,21,0 days 06:19:58
627,GER,103543,RuHal - Rund um Halle (Saale),51.0,2025,21,0 days 04:56:40
1233,NOR,107369,Sandnes Ultratrail,160.934,2024,21,1 days 05:09:48
1098,SUI,105790,Thunersee Ultramarathon,60.0,2024,21,0 days 07:02:06
240,GER,100742,Taubertal 100mi,160.934,2024,21,0 days 14:16:27
918,GER,104649,Braunschweig-Göttingen-Challenge (BGC),135.0,2024,21,0 days 14:01:00
1470,ITA,109559,Ultra Trail Gran Sasso - UTGS100,109.0,2024,21,0 days 17:53:33
31,DEN,94964,The Hammer Trail Bornholm 50mi Winter Edition,80.467,2025,21,0 days 10:16:48.500000
1666,BEL,111299,Clash Der Titanen 60,61.0,2024,21,0 days 05:17:00
1410,ITA,108502,Alvi Trail Liguria Ultra 440K - stage 2,51.0,2024,21,0 days 06:38:04
1749,GER,113361,6-Stunden-Klosterparklauf - 50km-Split,50.0,2024,20,0 days 04:18:05
515,GER,102886,Bremer Bergmarathon mit Höhenmetersammlung,51.0,2024,20,0 days 04:33:28
1742,BUL,113151,Eastern Rhodopes Wild Race,67.0,2024,20,0 days 07:26:46.500000
1033,SWE,105117,Lejonbragden 50km,50.0,2024,20,0 days 03:59:29.666666666
835,GER,104330,Otzberger Karnevalultra,45.0,2025,20,0 days 04:00:51
677,POL,103895,Ultra-Trail Malopolska - UTM170,172.0,2024,20,1 days 02:55:53.750000
660,GER,103802,Ufer Trail,51.0,2025,20,0 days 04:28:05.500000
1634,LIE,110983,Crossing Switzerland en Duo,390.0,2024,20,4 days 06:45:51
195,GER,100261,Leipziger 100 km Lauf am Auensee,100.0,2024,20,0 days 08:35:00.250000
1534,NOR,109957,Meråker Mountain Challenge - 70km,70.0,2024,20,0 days 08:39:12.750000
375,GBR,102011,Nidderdale Way Ultra Half Loop,45.06152,2024,20,0 days 04:25:03.500000
308,AUT,101542,Ultralauffestival Tulln - 100km,100.0,2024,20,0 days 07:13:08.500000
1163,NOR,106759,100 km Norwegian Championship,100.0,2024,20,0 days 07:01:48
225,GBR,100683,Ripon Stinger Ultra 52mi,83.68568,2025,20,0 days 08:27:05.666666666
1500,GER,109729,Kölnpfad - Einmol öm Kölle röm,171.0,2022,20,0 days 19:08:00
690,HUN,103928,Triton Trail 63km,63.0,2024,20,0 days 06:50:15
1761,POL,113911,Winter Trail Malopolska 140,145.0,2024,20,0 days 22:34:44
621,SWE,103524,Ottarsloppet Ultra,46.0,2024,20,0 days 03:30:13.666666666
1648,MKD,111036,High Scardus Ultra ,60.0,2024,20,0 days 06:50:34.500000
1377,GBR,108322,Full Essex Way Ultra,131.96588,2024,20,0 days 16:19:10
1738,BEL,112869,De Wase (Halve en Ultra) Marathon,63.0,2024,20,0 days 04:28:03.500000
22,GER,93599,BAU Binnenalsterultra,51.0,2022,20,0 days 03:55:12
1151,GER,106718,Novemberlauf,50.0,2024,20,0 days 04:30:30
127,HUN,99168,Nasska Trail,50.0,2024,19,0 days 04:18:15.500000
1419,GER,108676,50km Rahmenlauf Kandel,50.0,2024,19,0 days 03:29:04
1424,GER,108740,Ultramarsch Black Forest x-trem 50km,50.0,2024,19,0 days 07:38:00
340,GER,101777,Bödefelder Hollenlauf 101 km,101.0,2024,19,0 days 10:33:23.666666666
359,GER,101923,Schnadegang Rund um Hagen-Dahl,50.0,2024,19,0 days 05:22:44
1417,GER,108516,Essener Rhein-Herne-Kanal Marathon,50.0,2025,19,0 days 04:50:38
1750,DEN,113441,Mjølner Trail & March - Vikinge Diamanten,124.0,2024,19,0 days 14:33:13.500000
729,GBR,104048,Peak District Challenge - Gold Ultra 100km,100.0,2024,19,0 days 13:44:06.500000
109,GER,98700,Ultratrail Oerlinghausen 46k,46.0,2025,19,0 days 04:40:22
774,FIN,104147,KiipFit Trail Run,45.0,2024,19,0 days 03:52:00
1627,FRA,110938,Championnats Nationaux des 100 km Marche,100.0,2024,19,0 days 11:08:31
886,DEN,104542,Skagen Odde Ultratrail,60.0,2024,19,0 days 06:22:56
1164,GBR,106761,Skye Trail Ultra,120.7005,2024,19,0 days 15:25:12
1557,MNE,110054,Bjelasica Ultra Trail - The Red,67.0,2022,19,0 days 10:25:07
1559,MNE,110061,Boka Bay Trail - Red Course,59.0,2024,19,0 days 07:24:24.500000
1411,ITA,108503,Alvi Trail Liguria Ultra 440K - stage 3,53.0,2024,19,0 days 07:40:07
94,CRO,98552,Medvednica Trail - Kemeni Svati,59.0,2024,19,0 days 06:45:06
95,DEN,98560,Viborg 50km,50.0,2024,19,0 days 03:35:02.500000
1571,GER,110430,Tortura Todesberg Ultra (TTU),50.0,2024,19,0 days 05:46:47.250000
1073,ITA,105571,Cinisello Balsamo Running Festival 100km,100.0,2025,19,0 days 09:39:09.333333333
1565,GBR,110095,Running GP at Goodwood Motor Circuit,50.0,2024,19,0 days 02:50:33
464,FRA,102480,Mi MiL’KiL,494.0,2024,19,3 days 06:39:43
465,GER,102482,Schlösser- u. Burgen-Ultratrail,50.0,2025,19,0 days 05:20:35.500000
374,GBR,102010,Nidderdale Way Ultra One Loop,88.5137,2024,19,0 days 09:16:40.250000
490,GBR,102765,High Peak 100km Ultra,100.0,2024,19,0 days 11:37:29.500000
1207,FRA,106994,Champos Festilac Trail - La 360,59.0,2024,19,0 days 05:11:42
1204,FRA,106991,Trail des Trois Rivières,58.0,2024,19,0 days 05:24:07
110,GER,98701,Rund um Detmold,57.0,2024,18,0 days 05:54:40.750000
1239,POL,107396,ABM Jędraszek UltraPark Weekend 50km,50.0,2024,18,0 days 02:57:09.666666666
201,FIN,100487,Kaldoaivi Ultra Trail 85km,85.0,2024,18,0 days 08:41:44
320,ITA,101569,50km Calabria,50.0,2024,18,0 days 03:41:41.750000
237,GBR,100733,The Dales High Way Ultra 90mi,144.8406,2024,18,0 days 22:08:40
440,GER,102315,Schnadegang Rund um Plettenberg,58.0,2025,18,0 days 05:54:54.333333333
1510,ROU,109771,Carpathia UltraTrails,102.0,2024,18,0 days 14:48:19.500000
594,FRA,103235,100km d'Albi,100.0,2024,18,0 days 08:48:19
928,SWE,104699,Bjäre Trail Run 51K,51.0,2024,18,0 days 04:52:44.250000
1194,GER,106924,Fuffy Twister - From Dust Till Dawn,50.0,2024,18,0 days 05:39:24
1712,RUS,112177,50km Festival Nizhny Novgorod,50.0,2024,18,0 days 03:13:25.500000
1135,GER,106271,Non Aided Schwäbischer Wald Ultra Trail (NASWUT),53.0,2024,18,0 days 06:05:40
1598,EST,110702,Sillamäe Ultra - 50km,50.0,2024,18,0 days 03:46:43.500000
377,FRA,102021,Ultra Boucle des Ballons (U2B),208.0,2024,18,0 days 21:45:33.500000
1102,NED,105829,De 120 van Texel,120.0,2024,17,0 days 09:55:58
787,FRA,104173,Les 100 km du Perche - 50 km nuit,50.0,2024,17,0 days 07:13:11
1586,SWE,110589,Bergslagsleden Ultra 62km,62.0,2024,17,0 days 07:10:49.250000
1561,MNE,110063,Boka Bay Trail - Gray Course,82.0,2024,17,0 days 11:13:13
561,FRA,103158,Ultra Trail du Minervois,77.0,2023,17,0 days 08:16:52.500000
1541,SUI,109966,3. Mittelland Marathon,84.0,2024,17,0 days 06:41:24
916,GER,104647,Mainzer März Ultra,45.0,2024,17,0 days 04:27:26
1379,NED,108326,Liberation Trail - stage 5: Eindhoven - Groesbeek,81.0,2024,17,0 days 10:07:01
1788,SRB,118339,Sky Ultra Stara Planina  Kopren 100 km,99.0,2024,17,0 days 12:01:28.500000
1412,ITA,108504,Alvi Trail Liguria Ultra 440K - stage 4,59.0,2024,17,0 days 07:53:13
1378,FRA,108325,Liberation Trail - stage 1: Omaha Beach - Hermanville Sur Mer,51.0,2024,17,0 days 05:54:51
332,GER,101702,BEA@ST54,54.0,2024,17,0 days 06:21:20
420,GER,102149,Alfsee-Ultra 50k+,51.0,2025,17,0 days 04:53:53.333333333
122,GER,98971,Fischland-Darß-Zingst-Ultramarathon (FDZU),100.0,2024,17,0 days 10:37:00
1304,GBR,107598,Norfolk 50km,50.0,2024,17,0 days 04:16:28
937,SWE,104733,The Alpaca Race 53 km,52.0,2024,17,0 days 07:25:36
1359,GER,108242,Bad Nenndorf - Porta Westfalica Wanderweg X11,51.0,2024,17,0 days 05:23:57
178,GER,100086,GEO-Pfad Ultramarathon,50.0,2024,17,0 days 05:00:25.666666666
451,SWE,102376,Tjust Trail Run,46.0,2024,16,0 days 05:31:14.500000
1138,GER,106480,Freeden Ultramarathon,45.0,2025,16,0 days 04:19:41.500000
445,CZE,102344,Běhu na 100 Km Pilsen,100.0,2025,16,0 days 07:09:42
889,ITA,104545,Ultra Monferrato,120.0,2024,16,0 days 15:51:00
1086,RUS,105643,Krasnoyarsk Winter Trail Fest - Western Sayan ,101.0,2024,16,0 days 11:45:04
1308,GBR,107611,Jurassic Coast 100mi Ultra,168.9807,2024,16,0 days 22:59:00.750000
1364,SWE,108258,KolmårdsRundan Trail Run Ultra,69.0,2022,16,0 days 05:45:31
1053,GER,105305,Modautal Ultra,55.0,2025,16,0 days 05:15:19.500000
943,SWE,104749,Tvåälvsloppet,85.0,2024,16,0 days 07:07:13.500000
1540,NOR,109965,Vestfold Historic Ultra Trail (VHUT) 50km,50.0,2024,16,0 days 05:24:57.250000
1527,BUL,109900,Tryavna-Ultra,153.0,2024,16,0 days 21:22:42.333333333
520,GER,102897,Vogelsberger Vulkan-Trail,101.0,2024,16,0 days 10:19:38
1346,GER,107997,4 Moore Ultratrail Marathon,53.0,2024,16,0 days 05:00:11
1011,GBR,104978,Heights Ultra Trail 50mi,80.467,2024,16,0 days 08:38:43
1387,ITA,108356,Alvi Trail Liguria West 220K - stage 1,54.0,2024,16,0 days 07:20:44
948,SWE,104759,Halland Ultra-Beach Trailrun (HUB 100 miles),160.934,2024,16,0 days 21:52:20
1684,FRA,111620,24 Heures de marche Lipsheim 100kmSplit,100.0,2023,16,0 days 11:43:44
1676,GER,111419,O-SEE Ultra Trail - Team DUO,50.0,2024,16,0 days 06:45:12
1461,GBR,109439,Devon Coast To Coast Ultra 75km,74.0,2024,16,0 days 10:53:41
1388,ITA,108357,Alvi Trail Liguria West 220K - stage 2,51.0,2024,16,0 days 06:38:02
61,TUR,97527,Iznik Ultra Marathon 160K,165.0,2023,16,0 days 20:20:54
1573,ESP,110472,50km Ciudad de Santander,50.0,2024,16,0 days 03:01:22.750000
1578,LTU,110491,50 km Vilnius,50.0,2024,16,0 days 02:49:11
1263,FRA,107491,Ultra Trail de la Vallée de l'Orne - 60km,60.0,2024,16,0 days 05:39:21
1625,ROU,110865,Mogoșa Everesting,72.0,2024,15,0 days 15:13:24
1160,GBR,106745,Belfast Castle to ​Carrickfergus Castle,52.0,2024,15,0 days 07:30:53.500000
1705,GER,111883,UltraSightRun in Heidelberg,46.0,2024,15,0 days 06:07:00
229,GBR,100689,Six Dales Ultra 50mi,80.467,2024,15,0 days 09:32:26.500000
448,SWE,102372,Älvdalen Winter Trail,58.0,2024,15,0 days 05:10:01
917,GER,104648,Mainzer Schalttag Ultra,45.0,2024,15,0 days 03:45:18
1025,ESP,105095,Festival de UltraFondo Burjassot - 50k,50.0,2025,15,0 days 03:19:05
1245,GER,107415,B.U.T.10x10 Burgbernheim Ultra Trail,100.0,2024,15,0 days 09:55:02
949,SWE,104760,Halland Ultra-Beach Trailrun (HUB 100 km),100.0,2024,15,0 days 11:20:20
1673,GBR,111409,Cotswold Half Way,75.63898,2024,15,0 days 08:14:26
439,GER,102314,Von Dom zu Dom,56.0,2024,15,0 days 06:43:16
192,AUT,100258,Pitz Alpine Glacier Trail 90 km,90.0,2024,15,0 days 14:18:50.750000
767,IRL,104123,Belfast 2 Dublin Ultra,173.0,2025,15,0 days 18:53:22
946,SWE,104754,BMTR GPX-ultra 54K,54.0,2024,15,0 days 06:31:06
1300,GER,107594,Umstädter Sausteige Ultra,47.0,2024,15,0 days 04:54:19
985,SWE,104867,Ultra Caballo Blanco Suecia - 100km,100.0,2024,15,0 days 11:26:32
1767,NED,114326,Brekeld Runners Trail,50.0,2024,15,0 days 04:31:00
357,NED,101921,Rondom Stad,66.0,2024,15,0 days 07:09:30
1389,ITA,108358,Alvi Trail Liguria West 220K - stage 3,53.0,2024,14,0 days 06:42:32
1390,ITA,108359,Alvi Trail Liguria West 220K - stage 4,59.0,2024,14,0 days 07:10:57
1026,IRL,105107,Connemara 100,160.934,2024,14,0 days 14:57:19.250000
1538,NOR,109963,Vestfold Historic Ultra Trail (VHUT) 147km,147.0,2024,14,1 days 00:26:26.333333333
759,ISL,104108,Hengill Ultra 106k,106.0,2024,14,0 days 14:10:19.500000
508,GBR,102878,Copthorne 100km,99.0,2024,14,0 days 12:31:47.500000
1056,GER,105311,Rund um die Heuneburg Ultra,54.0,2024,14,0 days 05:07:19
933,SWE,104705,Trans Scania,246.0,2024,14,1 days 08:48:35
1582,UKR,110566,Ukrainian National Athletics Championships 50 km,50.0,2025,14,0 days 03:15:34
1104,BEL,105842,Endurance Day Hamme 50 km,50.0,2024,14,0 days 03:30:28.333333333
906,SUI,104568,SwissPeaks 360 en duo,367.0,2023,14,4 days 12:08:53
1725,GRE,112566,Panellinios Road Race 100 km,100.0,2024,14,0 days 09:21:58
1680,GER,111585,UltraSightRun in Kassel,48.0,2024,14,0 days 05:08:00
1717,SUI,112325,24-Stundenlauf Aare-Insel Brugg - 100mi-Split,160.934,2021,14,0 days 13:11:23
984,FRA,104866,50 km du KIG A FARZ,50.0,2024,14,0 days 04:17:22
1655,NOR,111189,Oslo Trail Challenge 100km,100.0,2024,14,0 days 14:32:41.500000
1769,NOR,114347,Lillestrøm Ribbeultra,50.0,2024,14,0 days 04:36:00
223,SWE,100678,Gotland Run 511k,511.0,2024,13,5 days 02:27:00
1489,GER,109688,Kananoher FortyFive,45.0,2025,13,0 days 04:09:05.555555555
986,GER,104870,Otzberger Waldultra,45.0,2024,13,0 days 05:21:33
1415,ITA,108507,Alvi Trail Liguria Ultra 440K - stage 7,56.0,2024,13,0 days 08:28:05
687,GBR,103919,The Oner,140.0,2025,13,0 days 18:49:31
1405,ITA,108497,Alvi Trail Liguria East 220K - stage 1,61.0,2024,13,0 days 09:09:28
1416,ITA,108508,Alvi Trail Liguria Ultra 440K - stage 8,54.0,2024,13,0 days 06:28:06
834,GER,104329,Tortura Frühjahrs Ultra,52.0,2024,13,0 days 05:21:31.500000
1287,GBR,107519,Centaur 100 Mile Ultra,160.934,2024,13,0 days 19:47:11
1321,GER,107694,Bessunger Forst XL Marathon,53.0,2024,13,0 days 04:37:41
1105,GER,105913,Ultramarsch Berlin 75km,77.0,2025,13,0 days 09:42:30
776,FIN,104149,A&M Ultra 53km,53.0,2023,13,0 days 05:54:00
911,GER,104621,Mayday Ultra,84.0,2025,13,0 days 08:47:00
1106,GER,105914,Ultramarsch Berlin 120km,120.0,2025,13,0 days 14:56:00
1171,FRA,106782,Grand Trail des Balcons de la Seine,60.0,2024,13,0 days 05:52:17
306,GER,101481,5. Breckerfelder Flower Power Ultra 50,50.0,2024,13,0 days 06:13:48.250000
1564,LTU,110091,Kernavė - Vilnius Trail - 160km,160.0,2024,13,0 days 19:01:31
1574,ESP,110473,100km Ciudad de Santander,100.0,2024,13,0 days 06:59:45
426,GRE,102202,X-Ultra Tihio Race,170.0,2024,12,1 days 07:03:48
361,GBR,101925,North Coast 110 km,110.0,2024,12,0 days 14:45:34.250000
1383,GER,108346,Fishermans Moonshine Trail,48.0,2024,12,0 days 04:44:30.500000
1349,GBR,108053,Crawley A.I.M. Charity 24 hour Track race - 100mi split,160.934,2024,12,0 days 13:19:16
696,GBR,103949,Yorkshire Reservoir Dogs Ultra 50mi,80.467,2024,12,0 days 09:12:11.333333333
1505,HUN,109765,Magyarország 50km-es Ultrafutó Bajnoksága 2024,50.0,2024,12,0 days 03:15:52.333333333
936,SWE,104731,Hamra Trail - Ultra,48.0,2024,12,0 days 04:28:01
1488,FRA,109684,ALEFPA Trail - Maratrail d'Eymoutiers - duo,48.0,2024,12,0 days 05:40:25
1629,POR,110946,EcoTrail Funchal 80 km - Madeira Island,80.0,2024,12,0 days 11:09:40.666666666
477,GER,102625,Oldenburger Hospizlauf,85.0,2024,12,0 days 08:59:14
1134,SWE,106267,Östgöta Ultra Trail 110K,110.0,2022,12,0 days 13:32:05.500000
891,ESP,104550,Trailcat100,154.0,2023,12,1 days 00:13:08
942,SWE,104746,Mossarun 51K,51.0,2024,12,0 days 06:33:01
755,GBR,104098,TrailFest Salcey Forest 50 mile,80.467,2024,12,0 days 07:36:21
1225,GER,107251,Josef-Kaderhandt Waldlauf,46.0,2024,12,0 days 04:20:59.666666666
1057,GBR,105315,Pennine Journey North Ultra 112mi,180.24608,2024,12,1 days 01:28:34
111,GER,98702,Holter Wald Ultra (HWU),50.0,2024,12,0 days 04:41:09
88,HUN,98337,Fehér Enikő and Vörös Balázs Memorial,50.0,2023,12,0 days 03:48:16.500000
1354,NED,108137,Sri Chinmoy 100km-Lauf Amsterdam,100.0,2024,12,0 days 08:44:51.750000
153,CZE,99662,MiniTMMTR - TransMoravian Masochist Trail Run,100.0,2024,12,0 days 09:46:50
296,GER,101392,Breckerfelder Flower Power 100 Meilen,160.934,2024,11,0 days 21:04:02
782,FIN,104155,Kainuu Trail 78k,78.0,2024,11,0 days 07:57:15.750000
1116,ESP,106135,Festival de Ultrafondo G.P.Ciudad de Burjassot -6h - 50km split,50.0,2021,11,0 days 03:43:19
1128,NED,106243,Hel van Westeremden  een klein paradijs,45.0,2024,11,0 days 04:32:08.500000
507,FRA,102872,Les 56 de la voie bleue,56.0,2024,11,0 days 03:43:00
1465,GBR,109475,Inferno - Edale's Ring of Hell 41mi,65.98294,2024,11,0 days 07:21:05
331,GER,101701,BEA@ST90,90.0,2024,11,0 days 11:51:00
1017,GER,105000,Schnadegang Rund um Lüdenscheid,55.0,2024,11,0 days 06:42:12
1407,ITA,108499,Alvi Trail Liguria East 220K - stage 3,56.0,2024,11,0 days 09:19:21
1396,SWE,108425,Hovfjället Trail Run,55.0,2024,11,0 days 04:53:38
187,SWE,100220,GotRun Winter Trail - Dubble,160.934,2023,11,0 days 16:38:20
1685,HUN,111652,Hangonyi Rekord Ultra 100 km,100.0,2024,11,0 days 08:55:56
1356,GER,108179,Sabines Geburtstagsultra,50.0,2023,11,0 days 04:43:00
1373,ISL,108314,Tvöföld Vesturgata,45.0,2024,11,0 days 04:21:45.666666666
222,SWE,100612,Lapland Arctic Ultra - 500 km,500.0,2024,11,6 days 00:56:30
1264,FRA,107492,Ultra Trail de la Vallée de l'Orne - 80km,80.0,2024,11,0 days 09:02:51
910,GER,104619,Grüner Ring Hannover,80.0,2024,11,0 days 07:39:00.333333333
775,FIN,104148,A&M Ultra 73km,73.0,2024,11,0 days 06:49:04.666666666
1167,FRA,106766,Défi des Vallées Vertes,55.0,2024,11,0 days 04:31:07
1327,ITA,107712,Trail degli Antichi Lavatoi,50.0,2025,11,0 days 05:32:10
1088,GBR,105659,Barry 40 Mile Track Race,64.3736,2025,11,0 days 04:04:25
227,GBR,100686,Otley High Views Ultra 50mi,80.467,2024,11,0 days 08:58:41.666666666
1046,DEN,105216,Everesting DK 70km,70.0,2024,11,0 days 11:56:20
1681,CRO,111587,Ultra trail Dinarides - King's Race,168.0,2022,10,1 days 02:12:53
681,EST,103901,Estonia Ultra Trail 63km,63.0,2024,10,0 days 06:31:05.500000
1438,GRE,108997,Evrytania Trail Races,46.0,2024,10,0 days 07:46:57
1414,ITA,108506,Alvi Trail Liguria Ultra 440K - stage 6,58.0,2024,10,0 days 10:36:05
1299,TUR,107584,Fethiye Ultra Marathon,50.0,2024,10,0 days 04:04:13.333333333
1408,ITA,108500,Alvi Trail Liguria East 220K - stage 4,54.0,2024,10,0 days 07:30:26
1413,ITA,108505,Alvi Trail Liguria Ultra 440K - stage 5,61.0,2024,10,0 days 09:22:56
134,GBR,99417,Grim Reaper 70 Mile UltraMarathon,112.6538,2024,10,0 days 13:53:50
358,NED,101922,De 100 mijl van Sint-Annen,160.934,2024,10,0 days 21:35:29.500000
987,GER,104871,Östlicher Kreiswanderweg Ultramarathon,45.0,2024,10,0 days 04:21:51.500000
113,GBR,98732,Thames Ring 250 Miles,402.335,2024,10,2 days 18:22:13.500000
1401,FRA,108463,L'Aubrac Circus Ultra Trail duo,72.0,2024,10,0 days 10:53:34
427,GRE,102203,Ultra Summits Tihio Race,250.0,2024,10,2 days 10:41:37.500000
1740,GER,113084,Spiegelberger Räuberweglauf,57.0,2024,10,0 days 05:58:00
550,GER,102984,ThreeKingsUltraTrail,67.0,2024,10,0 days 08:14:00
1539,NOR,109964,Vestfold Historic Ultra Trail (VHUT) 87km,87.0,2024,10,0 days 14:14:39.500000
213,GBR,100560,Malvern Hills Ultra 37 Miles,59.54558,2024,10,0 days 06:50:00
309,GER,101545,5. 3Ländereck Ultra,57.0,2024,10,0 days 05:45:30
1533,SUI,109928,Lac de Neuchatel 94 km,94.0,2024,10,0 days 09:37:52.666666666
1667,BEL,111300,Clash Der Titanen 160,162.0,2023,10,0 days 22:55:00
757,GBR,104103,TrailFest Cannock Chase Forest 50 mile,80.467,2024,10,0 days 09:08:36.333333333
1575,ESP,110475,12 horas Ciudad de Santander - 100km split,100.0,2023,10,0 days 07:46:14.500000
436,GBR,102254,Black Beacon 100 mile,160.934,2024,10,1 days 00:25:48.500000
1213,TUR,107064,Orhangazi Ultra Marathon 90 km,88.0,2024,10,0 days 09:50:51
882,NED,104536,Kennedymars Sint Annen,82.0,2025,10,0 days 13:41:35
1593,HUN,110676,Vadlán Ultra Terep 216,216.0,2024,10,1 days 04:16:00
1085,EST,105630,Sillamäe Ultra - 100km,100.0,2024,10,0 days 08:15:16.500000
446,SWE,102369,Trans Scania Winter,246.0,2023,10,1 days 06:14:21
278,SUI,101054,100 km des Mines Réjouies,100.0,2024,10,0 days 07:52:47.666666666
15,GBR,90283,Hardmoors 200,321.868,2022,9,2 days 04:27:18
1665,BEL,111298,Clash Der Titanen 110,115.0,2024,9,0 days 12:25:00
69,FRA,97819,UBF 205 (Ultrabellifontain),205.0,2025,9,1 days 01:46:12.750000
1635,SWE,110988,BE OUT! (Backyard Extreme Offroad Ultra Trail),60.0,2024,9,0 days 05:01:33.250000
1386,GER,108354,Vom Wein zum Rhein Ultra,60.0,2024,9,0 days 07:51:00
1446,NED,109183,De Zes Uur van Deventer - 50km split,50.0,2021,9,0 days 04:15:08
70,GER,97843,DieSPECKer LaufSPECKtakel,47.0,2024,9,0 days 04:18:41
1381,FRA,108338,La Trace en Bassée Montois,77.0,2024,9,0 days 07:19:13
1442,CYP,109086,Olympusman Trail Run - Ultra,72.0,2024,9,0 days 07:56:11
1491,GER,109710,Ultramarsch Dresden / Sächsische Schweiz 60km,60.0,2024,9,0 days 09:56:00
1476,IRL,109629,Trasna Na Uaireanta 24 - 100mi split,160.934,2024,9,0 days 13:58:28
489,GBR,102764,High Peak 70km Ultra,70.0,2024,9,0 days 08:48:07.500000
692,NED,103936,2e Sint Annen 240 - 50mi,80.467,2024,9,0 days 09:45:00
684,SWE,103908,Öland Lighthouse Challenge - 50 km,50.0,2024,9,0 days 04:07:31
4,HUN,82970,Északi Part 50km,50.0,2024,9,0 days 04:24:56
953,SWE,104765,Halland Ultra-Beach Trailrun (HUB VI: Sanden och Havet),50.0,2024,9,0 days 05:12:40
1090,GER,105681,Bärenfels Mai-Trail,55.0,2022,9,0 days 04:51:15
1727,GRE,112568,Panellinios Road Race 120 km,120.0,2024,9,0 days 09:56:18.500000
1208,FRA,106995,Les Foulées de l'Estéron,50.0,2024,9,0 days 07:26:53
1323,DEN,107697,Asta Maries 100 km Løb,100.0,2024,9,0 days 10:31:02.500000
952,SWE,104763,Halland Ultra-Beach Trailrun (HUB IV: Maderna och Hagen),59.0,2024,9,0 days 06:17:00
341,GER,101778,Bödefelder Hollenlauf 83 km,83.0,2024,9,0 days 08:34:24
947,SWE,104757,Halland Ultra-Beach Trailrun (HUB 200 miles),322.0,2023,9,2 days 05:34:30
944,SWE,104750,H2 Ultra Trailrun - 100 km,100.0,2024,9,0 days 11:14:41.500000
23,GRE,93617,Dolichos Race Delphi - Olympia,255.0,2024,9,1 days 10:45:49.333333333
