event1,event2,ratio
Sandsjöbacka 60 km,TEC 200 miles,0.24115443015850474
Sandsjöbacka 60 km,TEC 50 miles,0.8187773429513943
Sandsjöbacka 60 km,Trail genom Skåne,1.595684295882512
Sandsjöbacka 60 km,Trans Scania,0.19656714716254609
Sandsjöbacka 60 km,UKA pain 50 km,1.115828973387586
Sandsjöbacka 60 km,Ultravasan 90,0.8058289517465088
Sandsjöbacka 60 km,Ursvik Ultra 45 km,1.3727561556791104
Sandsjöbacka 60 km,Ursvik Ultra 75 km,0.852463541906148
Sandsjöbacka 60 km,VXO 100 km,1.0168912205397242
Sandsjöbacka 60 km,Öland Ultra,1.8789907650286581
Sandsjöbacka 60 km,Österlen Spring Trail,1.1633485892399693
Sandsjöbacka 60 km,Östgöta ultra trail,1.051128626995537
Sandsjöbacka 90 km,Aros Marathon 50 km,2.8163554973250355
Sandsjöbacka 90 km,Björnfrossa,1.9078279624460797
Sandsjöbacka 90 km,Black river run 100 miles,0.6272639954167462
Sandsjöbacka 90 km,Black river run 50 miles,1.6675844878557764
Sandsjöbacka 90 km,Borås 91 km,1.1952015142385526
Sandsjöbacka 90 km,Ecotrail Stockholm 45 km,2.4780395288480737
Sandsjöbacka 90 km,Ecotrail Stockholm 80,1.4559675792794795
Sandsjöbacka 90 km,Fjällmaraton 100 km,0.8889083572443307
Sandsjöbacka 90 km,Fjällmaraton 45 km,2.4044245604006638
Sandsjöbacka 90 km,Gax 100 miles,0.6025217841309315
Sandsjöbacka 90 km,Gotland Ultra,2.878569204138466
Sandsjöbacka 90 km,Gotrun enkle,1.73719699897702
Sandsjöbacka 90 km,Göteborg Trail,2.1133826761307777
Sandsjöbacka 90 km,Idre 45 km,2.2443896646186876
Sandsjöbacka 90 km,Jättelångt,1.94065610764071
Sandsjöbacka 90 km,Kullamannen 100 km,0.9997105591684845
Sandsjöbacka 90 km,Kullamannen 100 miles,0.5561486229027601
Sandsjöbacka 90 km,Kullamannen 50 km,2.2308520821645113
Sandsjöbacka 90 km,Peters Trail 104 km,0.9667039791430144
Sandsjöbacka 90 km,Peters Trail 52 km,2.3002362140588093
Sandsjöbacka 90 km,Sandsjöbacka 60 km,1.814608662656569
Sandsjöbacka 90 km,Silverleden Ultra,1.7152353248694212
Sandsjöbacka 90 km,Snapphaneracet,2.3116681923808184
Sandsjöbacka 90 km,Sätila 85 km,1.2334456630007742
Sandsjöbacka 90 km,Sörmland Ultra Marathon,3.037837371106379
Sandsjöbacka 90 km,Sörmlands100 100 km,1.1793443119037121
Sandsjöbacka 90 km,Sörmlands100 100 miles,0.5503100229086016
Sandsjöbacka 90 km,TEC 100 miles,0.616216831807565
Sandsjöbacka 90 km,TEC 50 miles,1.8713731665354445
Sandsjöbacka 90 km,Trans Scania,0.34157582283187576
Sandsjöbacka 90 km,UKA pain 50 km,2.238097014472363
Sandsjöbacka 90 km,UTMB,0.32174252382517254
Sandsjöbacka 90 km,Ultravasan 90,1.512246183757554
Sandsjöbacka 90 km,Ursvik Ultra 75 km,1.5588523878933405
Sandsjöbacka 90 km,VXO 100 km,1.5791661850936674
Sandsjöbacka 90 km,Österlen Spring Trail,2.1553792333064754
Sandsjöbacka 90 km,Östgöta ultra trail,1.9070439944714783
Silverleden Ultra,Aros Marathon 50 km,1.5725785236874281
Silverleden Ultra,Björnfrossa,1.1147783515583745
Silverleden Ultra,Black river run 100 miles,0.3939911912042284
Silverleden Ultra,Black river run 50 miles,0.8504608678775663
Silverleden Ultra,Borås 50 km,1.4448400386552058
Silverleden Ultra,Ecotrail Stockholm 80,0.8646854546574858
Silverleden Ultra,Fjällmaraton 100 km,0.5418061117172677
Silverleden Ultra,Fjällmaraton 45 km,1.4875722951759578
Silverleden Ultra,Gax 100 miles,0.3612039451744361
Silverleden Ultra,Gotland Ultra,1.6269642250799066
Silverleden Ultra,Gotrun enkle,0.9623106938279549
Silverleden Ultra,Göteborg Trail,1.4406059747982445
Silverleden Ultra,Hammarby Alpin Marathon,1.5449562136506452
Silverleden Ultra,Idre 45 km,1.4889286714775773
Silverleden Ultra,Jättelångt,1.0886090973657987
Silverleden Ultra,Kolmården Ultra Trail,1.2412475203908724
Silverleden Ultra,Kullamannen 100 km,0.580580615721681
Silverleden Ultra,Kullamannen 100 miles,0.3355244503552015
Silverleden Ultra,Kullamannen 50 km,1.3624742112610757
Silverleden Ultra,Peters Trail 104 km,0.5597890824770103
Silverleden Ultra,Peters Trail 52 km,1.3454011679941997
Silverleden Ultra,Sandsjöbacka 60 km,1.0258886053962375
Silverleden Ultra,Sandsjöbacka 90 km,0.5936353819277274
Silverleden Ultra,Sätila 85 km,0.8099134675976036
Silverleden Ultra,Sörmland Ultra Marathon,1.5364420796256353
Silverleden Ultra,Sörmlands100 100 km,0.6663825928740948
Silverleden Ultra,Sörmlands100 100 miles,0.32384378898790345
Silverleden Ultra,Sörmlands100 55 km,1.405284560261625
Silverleden Ultra,TEC 100 miles,0.3842385348306596
Silverleden Ultra,TEC 50 miles,0.9211096354414126
Silverleden Ultra,Trans Scania,0.23708308189844568
Silverleden Ultra,UKA pain 50 km,1.3052606248197591
Silverleden Ultra,Ultravasan 90,0.8155029219404075
Silverleden Ultra,Ursvik Ultra 45 km,1.4534507240282448
Silverleden Ultra,Ursvik Ultra 75 km,0.8251195055863878
Silverleden Ultra,VXO 100 km,0.9617116612523804
Silverleden Ultra,Öland Ultra,1.9586965642627383
Silverleden Ultra,Österlen Spring Trail,1.2886615091818092
Silverleden Ultra,Östgöta ultra trail,1.099140798362579
Snapphaneracet,Black river run 100 miles,0.3455246786541696
Snapphaneracet,Black river run 50 miles,0.3606756607456329
Snapphaneracet,Borås 50 km,1.1750061621888095
Snapphaneracet,Ecotrail Stockholm 80,0.5403026627274736
Snapphaneracet,Fjällmaraton 100 km,0.4185665193724951
Snapphaneracet,Fjällmaraton 45 km,0.9223225303630578
Snapphaneracet,Gax 100 miles,0.2575924951779765
Snapphaneracet,Idre 45 km,1.1070352702485193
Snapphaneracet,Kolmården Ultra Trail,1.2763686362485074
Snapphaneracet,Kullamannen 100 km,0.464646912924478
Snapphaneracet,Kullamannen 100 miles,0.2655929251496438
Snapphaneracet,Kullamannen 50 km,1.118146094997993
Snapphaneracet,Peters Trail 104 km,0.4076881118479603
Snapphaneracet,Sandsjöbacka 60 km,0.8348137602560379
Snapphaneracet,Sandsjöbacka 90 km,0.4325880346046058
Snapphaneracet,Sörmlands100 55 km,1.0059294288832303
Snapphaneracet,TEC 100 miles,0.33160276740065237
Snapphaneracet,Trail genom Skåne,1.2056869198547577
Snapphaneracet,UKA pain 50 km,1.066407316035067
Snapphaneracet,Ultravasan 90,0.57399283654267
Snapphaneracet,VXO 100 km,0.6647561891088405
Snapphaneracet,Österlen Spring Trail,1.0064127845266049
Sätila 85 km,Aros Marathon 50 km,1.9907500707435073
Sätila 85 km,Björnfrossa,1.3728837128454718
Sätila 85 km,Black river run 100 miles,0.557403618009736
Sätila 85 km,Black river run 50 miles,1.293473711472594
Sätila 85 km,Borås 50 km,1.851306873453676
Sätila 85 km,Borås 91 km,0.949217617567101
Sätila 85 km,Ecotrail Stockholm 45 km,2.1418093009175565
Sätila 85 km,Ecotrail Stockholm 80,1.1320531224338006
Sätila 85 km,Fjällmaraton 100 km,0.7049533603970718
Sätila 85 km,Fjällmaraton 45 km,1.8745964652884277
Sätila 85 km,Gax 100 miles,0.5040913524614347
Sätila 85 km,Gotrun enkle,1.2411820989605993
Sätila 85 km,Göteborg Trail,1.7026603693501294
Sätila 85 km,Hammarby Alpin Marathon,2.59235529270029
Sätila 85 km,Idre 45 km,1.9913299060805394
Sätila 85 km,Kullamannen 100 km,0.7545965261158569
Sätila 85 km,Kullamannen 100 miles,0.478192035462934
Sätila 85 km,Kullamannen 50 km,1.6764276321758653
Sätila 85 km,Lejonbragden 100 km,1.7971727655005816
Sätila 85 km,Peters Trail 104 km,0.7634243979449942
Sätila 85 km,Peters Trail 52 km,1.7268856720297585
Sätila 85 km,Sandsjöbacka 60 km,1.4508649322509566
Sätila 85 km,Sandsjöbacka 90 km,0.817175581281576
Sätila 85 km,Silverleden Ultra,1.2552732019971247
Sätila 85 km,Sörmland Ultra Marathon,2.4095999185584853
Sätila 85 km,Sörmlands100 100 km,0.8114683521113859
Sätila 85 km,Sörmlands100 100 miles,0.45155549190090594
Sätila 85 km,Sörmlands100 55 km,1.5809796115563353
Sätila 85 km,TEC 100 miles,0.5187830389858065
Sätila 85 km,TEC 200 miles,0.32914040396316485
Sätila 85 km,TEC 50 miles,1.057507370489962
Sätila 85 km,Trail genom Skåne,2.22733737546644
Sätila 85 km,Trans Scania,0.28494053368816225
Sätila 85 km,UKA pain 50 km,1.755536980504646
Sätila 85 km,UTMB,0.2756736772921459
Sätila 85 km,Ultravasan 90,1.0525759055777668
Sätila 85 km,Ursvik Ultra 75 km,1.2918506292552094
Sätila 85 km,VXO 100 km,1.0816023187544126
Sätila 85 km,Öland Ultra,2.5875375785733805
Sätila 85 km,Österlen Spring Trail,1.647712918891976
Sätila 85 km,Östgöta ultra trail,1.4988495868037968
Sörmland Ultra Marathon,Aros Marathon 50 km,1.0756124448748279
Sörmland Ultra Marathon,Björnfrossa,0.6501251952428923
Sörmland Ultra Marathon,Black river run 100 miles,0.263197383394486
Sörmland Ultra Marathon,Black river run 50 miles,0.5864137598218006
Sörmland Ultra Marathon,Borås 50 km,0.8465640717099585
Sörmland Ultra Marathon,Ecotrail Stockholm 45 km,1.009041854221252
Sörmland Ultra Marathon,Ecotrail Stockholm 80,0.5269644023815988
Sörmland Ultra Marathon,Fjällmaraton 100 km,0.3249070123522029
Sörmland Ultra Marathon,Fjällmaraton 45 km,0.8392711812944965
Sörmland Ultra Marathon,Gax 100 miles,0.22929767240131685
Sörmland Ultra Marathon,Gotland Ultra,1.0653704517103302
Sörmland Ultra Marathon,Gotrun enkle,0.592312552281394
Sörmland Ultra Marathon,Göteborg Trail,0.8150042202472568
Sörmland Ultra Marathon,Hammarby Alpin Marathon,1.0747088045018884
Sörmland Ultra Marathon,Idre 45 km,0.897656332370168
Sörmland Ultra Marathon,Jättelångt,0.669907328850013
Sörmland Ultra Marathon,Kolmården Ultra Trail,0.8017278898884888
Sörmland Ultra Marathon,Kullamannen 100 km,0.3951415214909327
Sörmland Ultra Marathon,Kullamannen 100 miles,0.21224459983712912
Sörmland Ultra Marathon,Kullamannen 50 km,0.9008988675664817
Sörmland Ultra Marathon,Peters Trail 104 km,0.4052909746735336
Sörmland Ultra Marathon,Peters Trail 52 km,0.8147607131642101
Sörmland Ultra Marathon,Sandsjöbacka 60 km,0.6086564430221807
Sörmland Ultra Marathon,Sandsjöbacka 90 km,0.32921731835224954
Sörmland Ultra Marathon,Silverleden Ultra,0.6535257928782813
Sörmland Ultra Marathon,Sätila 85 km,0.4150066541329559
Sörmland Ultra Marathon,Sörmlands100 100 km,0.4131178180946876
Sörmland Ultra Marathon,Sörmlands100 100 miles,0.1834661505622699
Sörmland Ultra Marathon,Sörmlands100 55 km,0.8239878991245053
Sörmland Ultra Marathon,TEC 100 miles,0.23391274170650853
Sörmland Ultra Marathon,TEC 46 km,1.1718575857908202
Sörmland Ultra Marathon,TEC 50 miles,0.5561314402445313
Sörmland Ultra Marathon,Trans Scania,0.1458520265593355
Sörmland Ultra Marathon,UKA pain 50 km,0.8097262506934926
Sörmland Ultra Marathon,UTMB,0.13047785839379536
Sörmland Ultra Marathon,Ultravasan 90,0.5491236105121475
Sörmland Ultra Marathon,Ursvik Ultra 45 km,0.9603657712560987
Sörmland Ultra Marathon,Ursvik Ultra 75 km,0.5505936207276778
Sörmland Ultra Marathon,VXO 100 km,0.5373986303045738
Sörmland Ultra Marathon,Öland Ultra,1.0738453129270293
Sörmland Ultra Marathon,Österlen Spring Trail,0.8146590267684979
Sörmland Ultra Marathon,Östgöta ultra trail,0.7223562103449804
Sörmlands100 100 km,Aros Marathon 50 km,2.6357688723608903
Sörmlands100 100 km,Björnfrossa,1.5569612105706632
Sörmlands100 100 km,Black river run 100 miles,0.5668990533031488
Sörmlands100 100 km,Borås 50 km,2.2065318177135205
Sörmlands100 100 km,Ecotrail Stockholm 45 km,2.1998971268005643
Sörmlands100 100 km,Ecotrail Stockholm 80,1.1855549813463369
Sörmlands100 100 km,Fjällmaraton 100 km,0.784167226581286
Sörmlands100 100 km,Fjällmaraton 45 km,1.997846911358314
Sörmlands100 100 km,Gax 100 miles,0.5081094544627988
Sörmlands100 100 km,Gotland Run 511 km,0.09435180322128851
Sörmlands100 100 km,Gotland Ultra,2.4697311468160557
Sörmlands100 100 km,Gotrun enkle,1.407123728928654
Sörmlands100 100 km,Göteborg Trail,1.7336915223128868
Sörmlands100 100 km,Hammarby Alpin Marathon,2.310390163553845
Sörmlands100 100 km,Idre 45 km,2.0348459105387646
Sörmlands100 100 km,Jättelångt,1.620210120502213
Sörmlands100 100 km,Kolmården Ultra Trail,2.1383934034534793
Sörmlands100 100 km,Kullamannen 100 km,0.8762740086994364
Sörmlands100 100 km,Kullamannen 100 miles,0.5069334344899166
Sörmlands100 100 km,Kullamannen 50 km,1.8677647045060524
Sörmlands100 100 km,Peters Trail 52 km,1.9291347851677458
Sörmlands100 100 km,Sandsjöbacka 60 km,1.6720051022539475
Sörmlands100 100 km,Sandsjöbacka 90 km,0.8545046948203336
Sörmlands100 100 km,Silverleden Ultra,1.5106446187368827
Sörmlands100 100 km,Sätila 85 km,1.232333950422179
Sörmlands100 100 km,Sörmland Ultra Marathon,2.431939412197879
Sörmlands100 100 km,Sörmlands100 100 miles,0.4709040205906207
Sörmlands100 100 km,Sörmlands100 55 km,1.8219109514264593
Sörmlands100 100 km,TEC 100 miles,0.52751656002304
Sörmlands100 100 km,TEC 50 miles,1.3723493694535265
Sörmlands100 100 km,Trail genom Skåne,2.4018046117856744
Sörmlands100 100 km,Trans Scania,0.31979588369354434
Sörmlands100 100 km,UKA pain 50 km,1.959353854469426
Sörmlands100 100 km,UTMB,0.28113084813610206
Sörmlands100 100 km,Ultravasan 90,1.1859125061678437
Sörmlands100 100 km,Ursvik Ultra 45 km,2.2718100231743414
Sörmlands100 100 km,Ursvik Ultra 75 km,1.2942952165607342
Sörmlands100 100 km,Öland Ultra,2.6940601365061796
Sörmlands100 100 km,Österlen Spring Trail,1.874201314358298
Sörmlands100 100 km,Östgöta ultra trail,1.619315444329913
Sörmlands100 100 miles,Aros Marathon 50 km,5.511928872356463
Sörmlands100 100 miles,Björnfrossa,3.4017141178171197
Sörmlands100 100 miles,Black river run 100 miles,1.211490240515203
Sörmlands100 100 miles,Black river run 50 miles,2.3490344040775417
Sörmlands100 100 miles,Borås 50 km,4.975665949997092
Sörmlands100 100 miles,Borås 91 km,2.339116314844885
Sörmlands100 100 miles,Ecotrail Stockholm 45 km,4.90673474994467
Sörmlands100 100 miles,Ecotrail Stockholm 80,2.8276122660702834
Sörmlands100 100 miles,Fjällmaraton 100 km,1.6312783729917288
Sörmlands100 100 miles,Fjällmaraton 45 km,4.830587587485881
Sörmlands100 100 miles,Gax 100 miles,1.1130098025257917
Sörmlands100 100 miles,Gotrun enkle,2.890594223661102
Sörmlands100 100 miles,Göteborg Trail,3.9690153494448075
Sörmlands100 100 miles,Hammarby Alpin Marathon,5.878472411522864
Sörmlands100 100 miles,Idre 45 km,4.831101393031155
Sörmlands100 100 miles,Jättelångt,3.4020832557428196
Sörmlands100 100 miles,Kolmården Ultra Trail,4.130776017222526
Sörmlands100 100 miles,Kullamannen 100 km,1.9155394762183198
Sörmlands100 100 miles,Kullamannen 100 miles,1.0921250621705556
Sörmlands100 100 miles,Lejonbragden 100 km,3.405952700486117
Sörmlands100 100 miles,Sandsjöbacka 60 km,3.160307103106933
Sörmlands100 100 miles,Sandsjöbacka 90 km,1.822292208576438
Sörmlands100 100 miles,Silverleden Ultra,3.096709407648925
Sörmlands100 100 miles,Sätila 85 km,2.240121254531852
Sörmlands100 100 miles,Sörmland Ultra Marathon,5.472331808453554
Sörmlands100 100 miles,Sörmlands100 100 km,2.129854546515539
Sörmlands100 100 miles,TEC 100 miles,1.1747185515301053
Sörmlands100 100 miles,TEC 200 miles,0.5470544134625294
Sörmlands100 100 miles,TEC 50 miles,2.692315249636
Sörmlands100 100 miles,Trans Scania,0.6390385990814502
Sörmlands100 100 miles,UKA pain 50 km,4.155422045588998
Sörmlands100 100 miles,Ultravasan 90,2.747800599268544
Sörmlands100 100 miles,Ursvik Ultra 45 km,5.1850789784982645
Sörmlands100 100 miles,Ursvik Ultra 75 km,2.7851550019758085
Sörmlands100 100 miles,VXO 100 km,3.3862994574356695
Sörmlands100 100 miles,Öland Ultra,5.6685233851145975
Sörmlands100 100 miles,Österlen Spring Trail,4.127318793017568
Sörmlands100 100 miles,Östgöta ultra trail,3.5663886202095756
Sörmlands100 55 km,Aros Marathon 50 km,1.2452259839480604
Sörmlands100 55 km,Björnfrossa,0.8185075885328836
Sörmlands100 55 km,Borås 50 km,1.053525174091381
Sörmlands100 55 km,Ecotrail Stockholm 45 km,1.178465387227066
Sörmlands100 55 km,Ecotrail Stockholm 80,0.6670779712617239
Sörmlands100 55 km,Fjällmaraton 100 km,0.38930170167365136
Sörmlands100 55 km,Fjällmaraton 45 km,0.9744331458242831
Sörmlands100 55 km,Gax 100 miles,0.2053224519455829
Sörmlands100 55 km,Gotland Ultra,1.1691480923772568
Sörmlands100 55 km,Gotrun enkle,0.7006491767409965
Sörmlands100 55 km,Hammarby Alpin Marathon,1.245440875273077
Sörmlands100 55 km,Idre 45 km,1.1143069346091616
Sörmlands100 55 km,Jättelångt,0.7868055676522125
Sörmlands100 55 km,Kolmården Ultra Trail,0.9453070626554967
Sörmlands100 55 km,Kullamannen 100 km,0.45222511420346423
Sörmlands100 55 km,Kullamannen 100 miles,0.2640968513511956
Sörmlands100 55 km,Kullamannen 50 km,1.0990823535317045
Sörmlands100 55 km,Peters Trail 104 km,0.4102289576426631
Sörmlands100 55 km,Sandsjöbacka 60 km,0.8539618365034151
Sörmlands100 55 km,Silverleden Ultra,0.7147146211817116
Sörmlands100 55 km,Snapphaneracet,0.9941055220048458
Sörmlands100 55 km,Sätila 85 km,0.6348916851784279
Sörmlands100 55 km,Sörmland Ultra Marathon,1.2154928714340771
Sörmlands100 55 km,Sörmlands100 100 km,0.5491153757093555
Sörmlands100 55 km,TEC 100 miles,0.2680312125256773
Sörmlands100 55 km,TEC 46 km,1.4142238208114764
Sörmlands100 55 km,TEC 50 miles,0.7041781235714674
Sörmlands100 55 km,UKA pain 50 km,0.9758783910929282
Sörmlands100 55 km,UTMB,0.15760820615461596
Sörmlands100 55 km,Ultravasan 90,0.6213528479938514
Sörmlands100 55 km,Ursvik Ultra 45 km,1.2083377160688615
Sörmlands100 55 km,Ursvik Ultra 75 km,0.6350160839363115
Sörmlands100 55 km,VXO 100 km,0.6598530447449633
Sörmlands100 55 km,Österlen Spring Trail,0.9184144924961644
Sörmlands100 55 km,Östgöta ultra trail,0.8330709332182632
TEC 100 miles,Aros Marathon 50 km,4.277920039805688
TEC 100 miles,Björnfrossa,2.56293207505761
TEC 100 miles,Black river run 100 miles,1.0376824395349225
TEC 100 miles,Black river run 50 miles,2.1108512825873524
TEC 100 miles,Borås 91 km,2.0545430128155937
TEC 100 miles,Ecotrail Stockholm 45 km,4.215304459872612
TEC 100 miles,Ecotrail Stockholm 80,2.2515548159959295
TEC 100 miles,Fjällmaraton 100 km,1.2629933033896932
TEC 100 miles,Fjällmaraton 45 km,3.6718936794754398
TEC 100 miles,Gax 100 miles,0.9571635052516472
TEC 100 miles,Gotland Run 511 km,0.1958804047003312
TEC 100 miles,Gotland Ultra,3.8788737629662555
TEC 100 miles,Gotrun enkle,2.3571379509346224
TEC 100 miles,Göteborg Trail,3.4523779593547035
TEC 100 miles,Hammarby Alpin Marathon,4.301077784875783
TEC 100 miles,Idre 45 km,3.7199639339056114
TEC 100 miles,Jättelångt,2.7318151714922387
TEC 100 miles,Kolmården Ultra Trail,3.239891818796484
TEC 100 miles,Kullamannen 100 km,1.5571012461002516
TEC 100 miles,Kullamannen 100 miles,0.8927840607884788
TEC 100 miles,Kullamannen 50 km,2.603195658727766
TEC 100 miles,Lejonbragden 100 km,2.5668052164243056
TEC 100 miles,Lejonbragden 50 km,5.090880801989146
TEC 100 miles,Sandsjöbacka 60 km,2.7881234052579185
TEC 100 miles,Sandsjöbacka 90 km,1.6395204567530897
TEC 100 miles,Silverleden Ultra,2.6309204091091574
TEC 100 miles,Snapphaneracet,3.015656376569892
TEC 100 miles,Sätila 85 km,1.9647756280863105
TEC 100 miles,Sörmland Ultra Marathon,4.325508524963571
TEC 100 miles,Sörmlands100 100 km,1.8956750854538549
TEC 100 miles,Sörmlands100 100 miles,0.855092724316096
TEC 100 miles,Sörmlands100 55 km,3.731679190543617
TEC 100 miles,TEC 200 miles,0.4012293086660175
TEC 100 miles,TEC 50 miles,2.380012059442937
TEC 100 miles,Trail genom Skåne,4.567199085266432
TEC 100 miles,Trans Scania,0.5297385856613505
TEC 100 miles,UKA pain 50 km,3.4997520596146834
TEC 100 miles,UTMB,0.5859655504471398
TEC 100 miles,Ultravasan 90,2.239706472732683
TEC 100 miles,Ursvik Ultra 45 km,4.105232275260986
TEC 100 miles,Ursvik Ultra 75 km,2.2809359123819375
TEC 100 miles,VXO 100 km,2.274395142734044
TEC 100 miles,Öland Ultra,4.538295739348371
TEC 100 miles,Österlen Spring Trail,3.482284978631831
TEC 100 miles,Östgöta ultra trail,2.9240244949581293
TEC 200 miles,Aros Marathon 50 km,6.048230980146014
TEC 200 miles,Black river run 100 miles,2.488458610454797
TEC 200 miles,Black river run 50 miles,3.9298117581403336
TEC 200 miles,Ecotrail Stockholm 80,6.438009109951126
TEC 200 miles,Gax 100 miles,2.1493517110833036
TEC 200 miles,Kullamannen 100 miles,2.2865818277969026
TEC 200 miles,Lejonbragden 100 km,5.460201008022427
TEC 200 miles,Sandsjöbacka 60 km,4.146720420366008
TEC 200 miles,Sätila 85 km,3.0382170889961997
TEC 200 miles,Sörmlands100 100 miles,1.8646486214259854
TEC 200 miles,TEC 100 miles,2.4923403609889276
TEC 200 miles,TEC 50 miles,3.2129369647620383
TEC 200 miles,Trans Scania,1.3080785315789218
TEC 46 km,Aros Marathon 50 km,0.9646366003193073
TEC 46 km,Björnfrossa,0.5550512363555358
TEC 46 km,Ecotrail Stockholm 45 km,0.904576780652611
TEC 46 km,Ecotrail Stockholm 80,0.4635416863647925
TEC 46 km,Fjällmaraton 45 km,0.7446578003586372
TEC 46 km,Gotland Ultra,0.8965243213852524
TEC 46 km,Hammarby Alpin Marathon,0.9070641136503439
TEC 46 km,Idre 45 km,0.9748928762720943
TEC 46 km,Jättelångt,0.5943118044326072
TEC 46 km,Kullamannen 100 km,0.32411939340447726
TEC 46 km,Kullamannen 50 km,0.8154086495323692
TEC 46 km,Sörmland Ultra Marathon,0.8674510883278093
TEC 46 km,Sörmlands100 55 km,0.709782147633073
TEC 46 km,UKA pain 50 km,0.6748468082978315
TEC 46 km,Ultravasan 90,0.41534737708784575
TEC 46 km,Ursvik Ultra 45 km,0.7941633234378072
TEC 46 km,Ursvik Ultra 75 km,0.4649977680984947
TEC 50 miles,Aros Marathon 50 km,1.8587480316692333
TEC 50 miles,Björnfrossa,1.2465532414071716
TEC 50 miles,Black river run 100 miles,0.47883083300729234
TEC 50 miles,Black river run 50 miles,1.0294478423749196
TEC 50 miles,Ecotrail Stockholm 45 km,1.7063133173617027
TEC 50 miles,Ecotrail Stockholm 80,0.9464410419428249
TEC 50 miles,Fjällmaraton 100 km,0.6290739691889411
TEC 50 miles,Fjällmaraton 45 km,1.4313916933731905
TEC 50 miles,Gax 100 miles,0.4381115705114549
TEC 50 miles,Gotland Run 511 km,0.06932776451869531
TEC 50 miles,Gotland Ultra,2.0369569158446463
TEC 50 miles,Gotrun enkle,1.1526556108404624
TEC 50 miles,Hammarby Alpin Marathon,1.7389054211411568
TEC 50 miles,Idre 45 km,1.6686710357237158
TEC 50 miles,Jättelångt,1.2092184573871694
TEC 50 miles,Kolmården Ultra Trail,1.482176983797258
TEC 50 miles,Kullamannen 100 km,0.6338163082740544
TEC 50 miles,Kullamannen 100 miles,0.41633441252946995
TEC 50 miles,Kullamannen 50 km,1.60693270157477
TEC 50 miles,Lejonbragden 100 km,1.2839661819820773
TEC 50 miles,Peters Trail 104 km,0.6413887020295657
TEC 50 miles,Sandsjöbacka 60 km,1.2316238407765479
TEC 50 miles,Sandsjöbacka 90 km,0.534366965329178
TEC 50 miles,Silverleden Ultra,1.0906875573621637
TEC 50 miles,Sätila 85 km,0.9456198868256418
TEC 50 miles,Sörmland Ultra Marathon,1.807545677856638
TEC 50 miles,Sörmlands100 100 km,0.7286774215506092
TEC 50 miles,Sörmlands100 100 miles,0.3846645388281344
TEC 50 miles,Sörmlands100 55 km,1.444441278254827
TEC 50 miles,TEC 100 miles,0.4301936663344303
TEC 50 miles,TEC 200 miles,0.311241711545394
TEC 50 miles,Trans Scania,0.28147196838725613
TEC 50 miles,UKA pain 50 km,1.5237386787369742
TEC 50 miles,UTMB,0.2685944898564726
TEC 50 miles,Ultravasan 90,0.8991812816772591
TEC 50 miles,Ursvik Ultra 45 km,1.7875912804321483
TEC 50 miles,Ursvik Ultra 75 km,0.9679099800133483
TEC 50 miles,VXO 100 km,0.9779130891584975
TEC 50 miles,Österlen Spring Trail,1.5626876174962723
TEC 50 miles,Östgöta ultra trail,1.2528140663083787
Trail genom Skåne,Black river run 100 miles,0.23916813169592466
Trail genom Skåne,Borås 50 km,0.9007598434262031
Trail genom Skåne,Borås 91 km,0.4180217712673028
Trail genom Skåne,Fjällmaraton 45 km,0.9603210216566611
Trail genom Skåne,Gax 100 miles,0.23172210476747415
Trail genom Skåne,Idre 45 km,0.8717613661965484
Trail genom Skåne,Kullamannen 100 km,0.3687833139784173
Trail genom Skåne,Kullamannen 100 miles,0.21074252647245278
Trail genom Skåne,Kullamannen 50 km,0.8170478948944253
Trail genom Skåne,Lejonbragden 100 km,0.5792287661366281
Trail genom Skåne,Lejonbragden 50 km,1.0885004648347316
Trail genom Skåne,Peters Trail 104 km,0.35827571156024757
Trail genom Skåne,Sandsjöbacka 60 km,0.6266903814121566
Trail genom Skåne,Snapphaneracet,0.8352747745752841
Trail genom Skåne,Sätila 85 km,0.4499296344284639
Trail genom Skåne,Sörmlands100 100 km,0.41635360140995314
Trail genom Skåne,TEC 100 miles,0.22306829746170828
Trail genom Skåne,Ultravasan 90,0.4788881948782011
Trail genom Skåne,VXO 100 km,0.509159823120657
Trail genom Skåne,Öland Ultra,1.1528923332410739
Trail genom Skåne,Österlen Spring Trail,0.811983276152997
Trans Scania,Aros Marathon 50 km,7.0478900319391
Trans Scania,Black river run 100 miles,1.8913306194600303
Trans Scania,Black river run 50 miles,4.256486099919511
Trans Scania,Borås 91 km,3.7897761776698187
Trans Scania,Ecotrail Stockholm 80,3.564834349323696
Trans Scania,Gax 100 miles,1.7704456732440372
Trans Scania,Gotrun enkle,4.53797628773461
Trans Scania,Idre 45 km,8.193258426966292
Trans Scania,Jättelångt,4.895190526061387
Trans Scania,Kullamannen 100 km,2.6986940298507465
Trans Scania,Kullamannen 100 miles,1.6655419014335977
Trans Scania,Kullamannen 50 km,6.266502680079301
Trans Scania,Lejonbragden 100 km,5.094133151575785
Trans Scania,Sandsjöbacka 60 km,5.133350655914237
Trans Scania,Sandsjöbacka 90 km,2.932196925648205
Trans Scania,Silverleden Ultra,4.217930659549757
Trans Scania,Sätila 85 km,3.524202276175956
Trans Scania,Sörmland Ultra Marathon,6.856264006679264
Trans Scania,Sörmlands100 100 km,3.1269945955848675
Trans Scania,Sörmlands100 100 miles,1.5982657782536527
