event1,event2,ratio
Gotrun enkle,Aros Marathon 50 km,1.7067837873833644
Gotrun enkle,Björnfrossa,1.1081581057384544
Gotrun enkle,Black river run 100 miles,0.4486389956810471
Gotrun enkle,Black river run 50 miles,0.9392213072109723
Gotrun enkle,Borås 50 km,1.585356549836198
Gotrun enkle,Ecotrail Stockholm 45 km,1.6335887034603611
Gotrun enkle,Ecotrail Stockholm 80,0.8802350517522359
Gotrun enkle,Fjällmaraton 100 km,0.5555838263449148
Gotrun enkle,Fjällmaraton 45 km,1.420744727140228
Gotrun enkle,Gax 100 miles,0.37042998175049446
Gotrun enkle,Gotland Ultra,1.7152915505454198
Gotrun enkle,Göteborg Trail,1.2660454591942094
Gotrun enkle,Hammarby Alpin Marathon,1.868414986039076
Gotrun enkle,Idre 45 km,1.4884241860659146
Gotrun enkle,Jättelångt,1.1043834797777905
Gotrun enkle,Kullamannen 100 km,0.594974396026427
Gotrun enkle,Kullamannen 100 miles,0.3474976067044429
Gotrun enkle,Kullamannen 50 km,1.444291479559972
Gotrun enkle,Lejonbragden 100 km,1.2165850929939868
Gotrun enkle,Sandsjöbacka 60 km,1.1144154378520206
Gotrun enkle,Sandsjöbacka 90 km,0.5890815942576221
Gotrun enkle,Silverleden Ultra,1.0466605573602057
Gotrun enkle,Sätila 85 km,0.808167611019455
Gotrun enkle,Sörmland Ultra Marathon,1.696497830864787
Gotrun enkle,Sörmlands100 100 km,0.7128514688132633
Gotrun enkle,Sörmlands100 100 miles,0.3487556866269757
Gotrun enkle,Sörmlands100 55 km,1.4296158956511757
Gotrun enkle,TEC 100 miles,0.4253756803424518
Gotrun enkle,TEC 50 miles,0.8762380537686435
Gotrun enkle,Trans Scania,0.22037594351811712
Gotrun enkle,UKA pain 50 km,1.3829853874554103
Gotrun enkle,UTMB,0.22575168503081441
Gotrun enkle,Ultravasan 90,0.8506479313532687
Gotrun enkle,Ursvik Ultra 45 km,1.4923906033654641
Gotrun enkle,Ursvik Ultra 75 km,0.81609011641047
Gotrun enkle,VXO 100 km,0.9246779859095116
Gotrun enkle,Österlen Spring Trail,1.3679331513327686
Gotrun enkle,Östgöta ultra trail,1.1898131085693129
Göteborg Trail,Björnfrossa,0.8480718876457987
Göteborg Trail,Black river run 100 miles,0.28588244720264944
Göteborg Trail,Borås 50 km,1.207495689674604
Göteborg Trail,Borås 91 km,0.5400066332744616
Göteborg Trail,Ecotrail Stockholm 45 km,1.2090910307110943
Göteborg Trail,Ecotrail Stockholm 80,0.6316554010127671
Göteborg Trail,Fjällmaraton 100 km,0.4043248615121426
Göteborg Trail,Fjällmaraton 45 km,1.014671825404042
Göteborg Trail,Gax 100 miles,0.28169263456090654
Göteborg Trail,Gotland Ultra,1.2863542537700967
Göteborg Trail,Gotrun enkle,0.8035850999692775
Göteborg Trail,Idre 45 km,1.174528547812254
Göteborg Trail,Kolmården Ultra Trail,1.0153337125943946
Göteborg Trail,Kullamannen 100 km,0.44485438761558943
Göteborg Trail,Kullamannen 100 miles,0.25776429670672857
Göteborg Trail,Kullamannen 50 km,1.0662784636274325
Göteborg Trail,Sandsjöbacka 60 km,0.8406191209509416
Göteborg Trail,Sandsjöbacka 90 km,0.4739231132216428
Göteborg Trail,Silverleden Ultra,0.6941523341523341
Göteborg Trail,Sätila 85 km,0.5907616654842807
Göteborg Trail,Sörmland Ultra Marathon,1.2269875114224795
Göteborg Trail,Sörmlands100 100 km,0.577273461326756
Göteborg Trail,Sörmlands100 100 miles,0.25195165852404217
Göteborg Trail,TEC 100 miles,0.289655423529269
Göteborg Trail,UKA pain 50 km,1.1365126075444258
Göteborg Trail,Ultravasan 90,0.6677806932784831
Göteborg Trail,Österlen Spring Trail,0.989157904299848
Göteborg Trail,Östgöta ultra trail,0.8443923947523787
Hammarby Alpin Marathon,Aros Marathon 50 km,0.9940557280153572
Hammarby Alpin Marathon,Björnfrossa,0.6388298077134789
Hammarby Alpin Marathon,Black river run 100 miles,0.23543438964509653
Hammarby Alpin Marathon,Black river run 50 miles,0.5407581405504012
Hammarby Alpin Marathon,Ecotrail Stockholm 45 km,1.0244694437367157
Hammarby Alpin Marathon,Ecotrail Stockholm 80,0.49835013787913296
Hammarby Alpin Marathon,Fjällmaraton 100 km,0.3135203898191013
Hammarby Alpin Marathon,Fjällmaraton 45 km,0.7801809519726036
Hammarby Alpin Marathon,Gax 100 miles,0.22677842252310337
Hammarby Alpin Marathon,Gotland Ultra,0.9629001758400344
Hammarby Alpin Marathon,Gotrun enkle,0.5387578403634602
Hammarby Alpin Marathon,Idre 45 km,0.8110654649854774
Hammarby Alpin Marathon,Jättelångt,0.6030933365036864
Hammarby Alpin Marathon,Kolmården Ultra Trail,0.822258990730615
Hammarby Alpin Marathon,Kullamannen 100 km,0.35815798781077757
Hammarby Alpin Marathon,Kullamannen 100 miles,0.20012901155953813
Hammarby Alpin Marathon,Kullamannen 50 km,0.747239435307273
Hammarby Alpin Marathon,Sandsjöbacka 60 km,0.5087479801638157
Hammarby Alpin Marathon,Silverleden Ultra,0.6472675349400718
Hammarby Alpin Marathon,Sätila 85 km,0.3857495933585416
Hammarby Alpin Marathon,Sörmland Ultra Marathon,0.9357423278703662
Hammarby Alpin Marathon,Sörmlands100 100 km,0.43363668347756584
Hammarby Alpin Marathon,Sörmlands100 100 miles,0.17042609468153863
Hammarby Alpin Marathon,Sörmlands100 55 km,0.8029480542153855
Hammarby Alpin Marathon,TEC 100 miles,0.23450547248620587
Hammarby Alpin Marathon,TEC 46 km,1.1057715733024562
Hammarby Alpin Marathon,TEC 50 miles,0.5750744047619047
Hammarby Alpin Marathon,UKA pain 50 km,0.7722048710201324
Hammarby Alpin Marathon,UTMB,0.12717538153615213
Hammarby Alpin Marathon,Ultravasan 90,0.4886439880184408
Hammarby Alpin Marathon,Ursvik Ultra 45 km,0.8926605504555493
Hammarby Alpin Marathon,Ursvik Ultra 75 km,0.494940587746685
Hammarby Alpin Marathon,VXO 100 km,0.5310821720664116
Hammarby Alpin Marathon,Öland Ultra,0.9981415687346269
Hammarby Alpin Marathon,Österlen Spring Trail,0.7213322435635472
Hammarby Alpin Marathon,Östgöta ultra trail,0.6571340713407134
Idre 45 km,Aros Marathon 50 km,1.1282387773286233
Idre 45 km,Björnfrossa,0.7251015513670377
Idre 45 km,Black river run 100 miles,0.2844116693273084
Idre 45 km,Black river run 50 miles,0.686288809631588
Idre 45 km,Borås 50 km,0.9472283787711576
Idre 45 km,Borås 91 km,0.47055127638284505
Idre 45 km,Ecotrail Stockholm 45 km,1.1469928082033627
Idre 45 km,Ecotrail Stockholm 80,0.5791767083653199
Idre 45 km,Fjällmaraton 100 km,0.3738773356762112
Idre 45 km,Fjällmaraton 45 km,0.9070633982517224
Idre 45 km,Gax 100 miles,0.2533637865150236
Idre 45 km,Gotland Run 511 km,0.04641805887032617
Idre 45 km,Gotland Ultra,1.1895699700736084
Idre 45 km,Gotrun enkle,0.6810303114638536
Idre 45 km,Göteborg Trail,0.8556677659768145
Idre 45 km,Hammarby Alpin Marathon,1.2336113237961848
Idre 45 km,Jättelångt,0.7064616828221937
Idre 45 km,Kolmården Ultra Trail,0.8722554442940572
Idre 45 km,Kullamannen 100 km,0.3987784931094408
Idre 45 km,Kullamannen 100 miles,0.22363955196166707
Idre 45 km,Kullamannen 50 km,0.9236884266013182
Idre 45 km,Peters Trail 104 km,0.396909555754884
Idre 45 km,Sandsjöbacka 60 km,0.7431003633978369
Idre 45 km,Sandsjöbacka 90 km,0.44709479173216005
Idre 45 km,Silverleden Ultra,0.675241728629928
Idre 45 km,Snapphaneracet,0.906046566312774
Idre 45 km,Sätila 85 km,0.5062482940829452
Idre 45 km,Sörmland Ultra Marathon,1.1174831734399824
Idre 45 km,Sörmlands100 100 km,0.49443425719842043
Idre 45 km,Sörmlands100 100 miles,0.20960966155113095
Idre 45 km,Sörmlands100 55 km,0.9111351211903165
Idre 45 km,TEC 100 miles,0.2720713337680241
Idre 45 km,TEC 46 km,1.0257537257056522
Idre 45 km,TEC 50 miles,0.6088953130810842
Idre 45 km,Trail genom Skåne,1.1471029100118881
Idre 45 km,Trans Scania,0.12205156335710368
Idre 45 km,UKA pain 50 km,0.9085622160702511
Idre 45 km,UTMB,0.14348366097049123
Idre 45 km,Ultravasan 90,0.581369791068778
Idre 45 km,Ursvik Ultra 45 km,1.068634227702353
Idre 45 km,Ursvik Ultra 75 km,0.6424726824039982
Idre 45 km,VXO 100 km,0.6958739417356559
Idre 45 km,Öland Ultra,1.0660569782472828
Idre 45 km,Österlen Spring Trail,0.8910572754875247
Idre 45 km,Östgöta ultra trail,0.7864526088427397
Jättelångt,Aros Marathon 50 km,1.5572283836715064
Jättelångt,Björnfrossa,1.0488553962277742
Jättelångt,Black river run 100 miles,0.3766740445758966
Jättelångt,Black river run 50 miles,0.8830322305304535
Jättelångt,Ecotrail Stockholm 45 km,1.5458883152541414
Jättelångt,Ecotrail Stockholm 80,0.7989610152468376
Jättelångt,Fjällmaraton 100 km,0.4924065218233016
Jättelångt,Fjällmaraton 45 km,1.1877059484879993
Jättelångt,Gax 100 miles,0.33489202327770523
Jättelångt,Gotland Run 511 km,0.06463524898194835
Jättelångt,Gotland Ultra,1.4847704153084738
Jättelångt,Gotrun enkle,0.9083714482675725
Jättelångt,Hammarby Alpin Marathon,1.6681228384681475
Jättelångt,Idre 45 km,1.432237155007807
Jättelångt,Kolmården Ultra Trail,1.2558929769110247
Jättelångt,Kullamannen 100 km,0.530657799481218
Jättelångt,Kullamannen 100 miles,0.32469617361354197
Jättelångt,Kullamannen 50 km,1.2430034877857494
Jättelångt,Peters Trail 104 km,0.5025280428595346
Jättelångt,Sandsjöbacka 60 km,0.9773130383528862
Jättelångt,Sandsjöbacka 90 km,0.5171959142528045
Jättelångt,Silverleden Ultra,0.9215833255879717
Jättelångt,Sörmland Ultra Marathon,1.5036994957926137
Jättelångt,Sörmlands100 100 km,0.6176969627574079
Jättelångt,Sörmlands100 100 miles,0.2947655677675384
Jättelångt,Sörmlands100 55 km,1.2722771409537494
Jättelångt,TEC 100 miles,0.3682591740472876
Jättelångt,TEC 46 km,1.682618437900128
Jättelångt,TEC 50 miles,0.8391708370718065
Jättelångt,Trans Scania,0.20428214074122836
Jättelångt,UKA pain 50 km,1.124721966242937
Jättelångt,Ultravasan 90,0.7671610142432441
Jättelångt,Ursvik Ultra 45 km,1.4289351610179675
Jättelångt,Ursvik Ultra 75 km,0.8171770190493775
Jättelångt,VXO 100 km,0.7195866830834601
Jättelångt,Österlen Spring Trail,1.2137838991374126
Jättelångt,Östgöta ultra trail,1.0540979172301865
Kolmården Ultra Trail,Aros Marathon 50 km,1.3132026376383807
Kolmården Ultra Trail,Björnfrossa,0.7755046565849042
Kolmården Ultra Trail,Black river run 50 miles,0.7066978019941436
Kolmården Ultra Trail,Ecotrail Stockholm 45 km,1.2354344391617318
Kolmården Ultra Trail,Ecotrail Stockholm 80,0.8422814033296463
Kolmården Ultra Trail,Fjällmaraton 100 km,0.39992831293869185
Kolmården Ultra Trail,Fjällmaraton 45 km,1.0253410082249519
Kolmården Ultra Trail,Gotland Ultra,1.3056481262193953
Kolmården Ultra Trail,Göteborg Trail,0.985515000668092
Kolmården Ultra Trail,Hammarby Alpin Marathon,1.2187195097140209
Kolmården Ultra Trail,Idre 45 km,1.1672840648574787
Kolmården Ultra Trail,Jättelångt,0.7962571294540279
Kolmården Ultra Trail,Kullamannen 100 km,0.522264689958335
Kolmården Ultra Trail,Kullamannen 100 miles,0.28223688958986365
Kolmården Ultra Trail,Kullamannen 50 km,0.9070750530192867
Kolmården Ultra Trail,Peters Trail 104 km,0.519212152803634
Kolmården Ultra Trail,Peters Trail 52 km,1.056547722275942
Kolmården Ultra Trail,Silverleden Ultra,0.8088443225881838
Kolmården Ultra Trail,Snapphaneracet,0.7834727143869596
Kolmården Ultra Trail,Sörmland Ultra Marathon,1.250742657687043
Kolmården Ultra Trail,Sörmlands100 100 km,0.4682693164871657
Kolmården Ultra Trail,Sörmlands100 100 miles,0.2480488537644976
Kolmården Ultra Trail,Sörmlands100 55 km,1.0804786031903848
Kolmården Ultra Trail,TEC 100 miles,0.3086522809800075
Kolmården Ultra Trail,TEC 50 miles,0.6747004357298475
Kolmården Ultra Trail,UKA pain 50 km,0.9038448775759564
Kolmården Ultra Trail,Ultravasan 90,0.6100641051342789
Kolmården Ultra Trail,Ursvik Ultra 75 km,0.5774288242313004
Kolmården Ultra Trail,VXO 100 km,0.6411492510842752
Kolmården Ultra Trail,Öland Ultra,1.6856556803878606
Kolmården Ultra Trail,Österlen Spring Trail,0.9169677825141402
Kolmården Ultra Trail,Östgöta ultra trail,1.09336174682857
Kullamannen 100 km,Aros Marathon 50 km,2.721930795806827
Kullamannen 100 km,Björnfrossa,1.8431191902879551
Kullamannen 100 km,Black river run 100 miles,0.6641558304172334
Kullamannen 100 km,Black river run 50 miles,1.5264826621375758
Kullamannen 100 km,Borås 50 km,2.546492786713102
Kullamannen 100 km,Borås 91 km,1.3506846890693096
Kullamannen 100 km,Ecotrail Stockholm 45 km,2.835746793031308
Kullamannen 100 km,Ecotrail Stockholm 80,1.4036133326482665
Kullamannen 100 km,Fjällmaraton 100 km,0.921388637967837
Kullamannen 100 km,Fjällmaraton 45 km,2.3644723816324507
Kullamannen 100 km,Gax 100 miles,0.6227174192501544
Kullamannen 100 km,Gotland Ultra,2.9012804078439274
Kullamannen 100 km,Gotrun enkle,1.7124080889197888
Kullamannen 100 km,Göteborg Trail,2.2647444116788824
Kullamannen 100 km,Hammarby Alpin Marathon,2.803885601466178
Kullamannen 100 km,Idre 45 km,2.5301612943527423
Kullamannen 100 km,Jättelångt,1.8908176266848413
Kullamannen 100 km,Kolmården Ultra Trail,1.9573725951084424
Kullamannen 100 km,Kullamannen 100 miles,0.5738820226219165
Kullamannen 100 km,Kullamannen 50 km,2.5376701101951964
Kullamannen 100 km,Lejonbragden 100 km,1.798420792893568
Kullamannen 100 km,Peters Trail 104 km,0.9966952687734003
Kullamannen 100 km,Peters Trail 52 km,2.1596638655462184
Kullamannen 100 km,Sandsjöbacka 60 km,1.8688813991406377
Kullamannen 100 km,Sandsjöbacka 90 km,1.0094804768513013
Kullamannen 100 km,Silverleden Ultra,1.7502149476038393
Kullamannen 100 km,Snapphaneracet,2.160003936439339
Kullamannen 100 km,Sätila 85 km,1.3311103426764175
Kullamannen 100 km,Sörmland Ultra Marathon,2.5556287041589485
Kullamannen 100 km,Sörmlands100 100 km,1.1436648232259716
Kullamannen 100 km,Sörmlands100 100 miles,0.5223310187088184
Kullamannen 100 km,Sörmlands100 55 km,2.2642030624619967
Kullamannen 100 km,TEC 100 miles,0.6423529914955618
Kullamannen 100 km,TEC 46 km,3.0852828320336676
Kullamannen 100 km,TEC 50 miles,1.591717347911876
Kullamannen 100 km,Trail genom Skåne,2.7268754448825834
Kullamannen 100 km,Trans Scania,0.370549602488766
Kullamannen 100 km,UKA pain 50 km,2.1614431156405
Kullamannen 100 km,UTMB,0.3948318280344033
Kullamannen 100 km,Ultravasan 90,1.39986338197396
Kullamannen 100 km,Ursvik Ultra 45 km,2.6016784746223287
Kullamannen 100 km,Ursvik Ultra 75 km,1.491605798504112
Kullamannen 100 km,VXO 100 km,1.5250282232161008
Kullamannen 100 km,Öland Ultra,3.668552036199095
Kullamannen 100 km,Österlen Spring Trail,2.1899091835199105
Kullamannen 100 km,Östgöta ultra trail,2.051168394929341
Kullamannen 100 miles,Aros Marathon 50 km,4.648227280439835
Kullamannen 100 miles,Björnfrossa,3.350437604868797
Kullamannen 100 miles,Black river run 100 miles,1.1553067748246906
Kullamannen 100 miles,Black river run 50 miles,2.929914643974999
Kullamannen 100 miles,Borås 50 km,4.817463198670522
Kullamannen 100 miles,Borås 91 km,2.1623741366398894
Kullamannen 100 miles,Ecotrail Stockholm 45 km,5.671097853576292
Kullamannen 100 miles,Ecotrail Stockholm 80,2.5304365595828284
Kullamannen 100 miles,Fjällmaraton 100 km,1.6267382938398696
Kullamannen 100 miles,Fjällmaraton 45 km,4.166990764319274
Kullamannen 100 miles,Gax 100 miles,1.060067739279028
Kullamannen 100 miles,Gotland Run 511 km,0.20077042997758895
Kullamannen 100 miles,Gotland Ultra,4.999415939749989
Kullamannen 100 miles,Gotrun enkle,2.915688327456229
Kullamannen 100 miles,Göteborg Trail,3.924480319180908
Kullamannen 100 miles,Hammarby Alpin Marathon,5.053542403728887
Kullamannen 100 miles,Idre 45 km,4.544176285175463
Kullamannen 100 miles,Jättelångt,3.1248613824665883
Kullamannen 100 miles,Kolmården Ultra Trail,3.588498284085348
Kullamannen 100 miles,Kullamannen 100 km,1.7630211539852423
Kullamannen 100 miles,Kullamannen 50 km,4.3342478697865845
Kullamannen 100 miles,Lejonbragden 100 km,2.838588950310409
Kullamannen 100 miles,Lejonbragden 50 km,5.351547150674558
Kullamannen 100 miles,Peters Trail 104 km,1.7332836324692638
Kullamannen 100 miles,Peters Trail 52 km,4.007833483491203
Kullamannen 100 miles,Sandsjöbacka 60 km,3.235559255688854
Kullamannen 100 miles,Sandsjöbacka 90 km,1.8184216640718782
Kullamannen 100 miles,Silverleden Ultra,3.0034433685900326
Kullamannen 100 miles,Snapphaneracet,3.782583956782999
Kullamannen 100 miles,Sätila 85 km,2.1355274755496993
Kullamannen 100 miles,Sörmland Ultra Marathon,4.778053903746007
Kullamannen 100 miles,Sörmlands100 100 km,1.9958494094217059
Kullamannen 100 miles,Sörmlands100 100 miles,0.9230545501092403
Kullamannen 100 miles,Sörmlands100 55 km,3.816120055448984
Kullamannen 100 miles,TEC 100 miles,1.1281028063937923
Kullamannen 100 miles,TEC 200 miles,0.4547989152276309
Kullamannen 100 miles,TEC 50 miles,2.4516259401529297
Kullamannen 100 miles,Trail genom Skåne,4.804594583312731
Kullamannen 100 miles,Trans Scania,0.6146552512046233
Kullamannen 100 miles,UKA pain 50 km,4.232194378992171
Kullamannen 100 miles,UTMB,0.6407841714709229
Kullamannen 100 miles,Ultravasan 90,2.583194073451565
Kullamannen 100 miles,Ursvik Ultra 45 km,4.582823468907136
Kullamannen 100 miles,Ursvik Ultra 75 km,2.536952478309171
Kullamannen 100 miles,VXO 100 km,2.6997902286986615
Kullamannen 100 miles,Öland Ultra,5.3203086362624905
Kullamannen 100 miles,Österlen Spring Trail,3.8849748341684145
Kullamannen 100 miles,Östgöta ultra trail,3.212773892083939
Kullamannen 50 km,Aros Marathon 50 km,1.2091734646760044
Kullamannen 50 km,Björnfrossa,0.7629485645933014
Kullamannen 50 km,Black river run 100 miles,0.3380948036170397
Kullamannen 50 km,Black river run 50 miles,0.5887054407537343
Kullamannen 50 km,Borås 50 km,1.054480994480097
Kullamannen 50 km,Borås 91 km,0.5451688256530048
Kullamannen 50 km,Ecotrail Stockholm 45 km,1.1976416507747454
Kullamannen 50 km,Ecotrail Stockholm 80,0.6571396429001009
Kullamannen 50 km,Fjällmaraton 100 km,0.3868221360619001
Kullamannen 50 km,Fjällmaraton 45 km,1.040654137493275
Kullamannen 50 km,Gax 100 miles,0.2690838684362264
Kullamannen 50 km,Gotland Run 511 km,0.07524613220815753
Kullamannen 50 km,Gotland Ultra,1.116096726713226
Kullamannen 50 km,Gotrun enkle,0.6988704291745544
Kullamannen 50 km,Göteborg Trail,0.956713786934839
Kullamannen 50 km,Hammarby Alpin Marathon,1.3382591345554309
Kullamannen 50 km,Idre 45 km,1.0915055138401835
Kullamannen 50 km,Jättelångt,0.8058706538340296
Kullamannen 50 km,Kolmården Ultra Trail,1.1039338351753873
Kullamannen 50 km,Kullamannen 100 km,0.39724084705977264
Kullamannen 50 km,Kullamannen 100 miles,0.23838735716112947
Kullamannen 50 km,Lejonbragden 100 km,0.6974061091056938
Kullamannen 50 km,Peters Trail 104 km,0.4307844562934238
Kullamannen 50 km,Sandsjöbacka 60 km,0.838576744222203
Kullamannen 50 km,Sandsjöbacka 90 km,0.46283707298293586
Kullamannen 50 km,Silverleden Ultra,0.7456761129880077
Kullamannen 50 km,Snapphaneracet,0.8943435616613457
Kullamannen 50 km,Sätila 85 km,0.6028599238147795
Kullamannen 50 km,Sörmland Ultra Marathon,1.1174850215976335
Kullamannen 50 km,Sörmlands100 100 km,0.5382631330082607
Kullamannen 50 km,Sörmlands100 55 km,0.9190702064085426
Kullamannen 50 km,TEC 100 miles,0.3841432343540094
Kullamannen 50 km,TEC 46 km,1.249028502831643
Kullamannen 50 km,TEC 50 miles,0.6258462356244849
Kullamannen 50 km,Trail genom Skåne,1.2393218271721873
Kullamannen 50 km,Trans Scania,0.15957864395062307
Kullamannen 50 km,UKA pain 50 km,0.9157279609750608
Kullamannen 50 km,UTMB,0.161417163241315
Kullamannen 50 km,Ultravasan 90,0.6170777904627586
Kullamannen 50 km,Ursvik Ultra 45 km,1.2620542800061216
Kullamannen 50 km,Ursvik Ultra 75 km,0.7319223679494306
Kullamannen 50 km,VXO 100 km,0.6804864809110825
Kullamannen 50 km,Öland Ultra,1.2041407019338162
Kullamannen 50 km,Österlen Spring Trail,0.9463273872642372
Kullamannen 50 km,Östgöta ultra trail,0.79918881775412
Lejonbragden 100 km,Aros Marathon 50 km,1.1076938323808265
Lejonbragden 100 km,Black river run 100 miles,0.5090319396460551
Lejonbragden 100 km,Black river run 50 miles,0.6660673527017507
Lejonbragden 100 km,Ecotrail Stockholm 45 km,2.1002974754783725
Lejonbragden 100 km,Ecotrail Stockholm 80,0.7772364771151179
Lejonbragden 100 km,Fjällmaraton 100 km,0.4394937552692979
Lejonbragden 100 km,Gax 100 miles,0.3835795031609904
Lejonbragden 100 km,Gotland Ultra,1.4188588810031555
Lejonbragden 100 km,Gotrun enkle,0.8219729189176763
Lejonbragden 100 km,Kullamannen 100 km,0.5560433931544189
Lejonbragden 100 km,Kullamannen 100 miles,0.3546214086786192
Lejonbragden 100 km,Kullamannen 50 km,1.4725234172623267
Lejonbragden 100 km,Sandsjöbacka 60 km,0.759444645769161
Lejonbragden 100 km,Sätila 85 km,0.5564295315378105
Lejonbragden 100 km,Sörmlands100 100 miles,0.29360360754783066
Lejonbragden 100 km,TEC 100 miles,0.39370504795707656
Lejonbragden 100 km,TEC 200 miles,0.18314344078738953
Lejonbragden 100 km,TEC 50 miles,0.8699259954220688
Lejonbragden 100 km,Trail genom Skåne,1.7264335931895356
Lejonbragden 100 km,Trans Scania,0.2048198994983822
Lejonbragden 100 km,Ultravasan 90,1.1770126828674838
Lejonbragden 100 km,VXO 100 km,0.8461073888836463
Lejonbragden 100 km,Österlen Spring Trail,1.4821927563637243
Lejonbragden 50 km,Aros Marathon 50 km,1.0827717018443037
Lejonbragden 50 km,Black river run 100 miles,0.17836582034491122
Lejonbragden 50 km,Gax 100 miles,0.16356081001989933
Lejonbragden 50 km,Kullamannen 100 miles,0.19013612599882435
Lejonbragden 50 km,TEC 100 miles,0.19906396508706525
Lejonbragden 50 km,Trail genom Skåne,0.9303760667216974
Lejonbragden 50 km,Ultravasan 90,0.47082666726056954
Lejonbragden 50 km,Österlen Spring Trail,0.7154839151646205
Peters Trail 104 km,Björnfrossa,1.8213532883642496
Peters Trail 104 km,Borås 91 km,1.1510767626705318
Peters Trail 104 km,Ecotrail Stockholm 80,1.3431920718775305
Peters Trail 104 km,Fjällmaraton 100 km,0.9785719082770897
Peters Trail 104 km,Fjällmaraton 45 km,2.2623238293173995
Peters Trail 104 km,Gax 100 miles,0.6095178020745725
Peters Trail 104 km,Idre 45 km,2.5194962641066003
Peters Trail 104 km,Jättelångt,1.9899386993603412
Peters Trail 104 km,Kolmården Ultra Trail,1.92599498027967
Peters Trail 104 km,Kullamannen 100 km,1.0169128640961291
Peters Trail 104 km,Kullamannen 100 miles,0.5804168502967108
Peters Trail 104 km,Kullamannen 50 km,2.3213465235125885
Peters Trail 104 km,Sandsjöbacka 60 km,1.6577405610131377
Peters Trail 104 km,Sandsjöbacka 90 km,1.0350949539089398
Peters Trail 104 km,Silverleden Ultra,1.7863871077569087
Peters Trail 104 km,Snapphaneracet,2.4528554327160057
Peters Trail 104 km,Sätila 85 km,1.317928833872292
Peters Trail 104 km,Sörmland Ultra Marathon,2.4845092444681858
Peters Trail 104 km,Sörmlands100 55 km,2.460087669180028
Peters Trail 104 km,TEC 50 miles,1.5591169548756778
Peters Trail 104 km,Trail genom Skåne,2.7917101400188384
Peters Trail 104 km,UKA pain 50 km,2.0578796939905315
Peters Trail 104 km,Ultravasan 90,1.3972755290735237
Peters Trail 104 km,Ursvik Ultra 75 km,1.360637236890452
Peters Trail 104 km,VXO 100 km,1.5340203461487647
Peters Trail 104 km,Österlen Spring Trail,2.164496716290256
Peters Trail 104 km,Östgöta ultra trail,2.1747542433819302
Peters Trail 52 km,Ecotrail Stockholm 80,0.6081034226559018
Peters Trail 52 km,Kolmården Ultra Trail,0.9610912747225927
Peters Trail 52 km,Kullamannen 100 km,0.46303501945525294
Peters Trail 52 km,Kullamannen 100 miles,0.24968349952721633
Peters Trail 52 km,Sandsjöbacka 60 km,0.7870124042437258
Peters Trail 52 km,Sandsjöbacka 90 km,0.43473796033994333
Peters Trail 52 km,Silverleden Ultra,0.7437383878207864
Peters Trail 52 km,Sätila 85 km,0.5790771306965639
Peters Trail 52 km,Sörmland Ultra Marathon,1.227354223544273
Peters Trail 52 km,Sörmlands100 100 km,0.518367097876495
Peters Trail 52 km,Ultravasan 90,0.6004298958926814
Peters Trail 52 km,Öland Ultra,1.4203067456062655
Peters Trail 52 km,Österlen Spring Trail,1.0247557683931483
Peters Trail 52 km,Östgöta ultra trail,0.8962033978993722
Sandsjöbacka 60 km,Aros Marathon 50 km,1.4585652699422615
Sandsjöbacka 60 km,Björnfrossa,1.028419208741342
Sandsjöbacka 60 km,Black river run 100 miles,0.3708537547200617
Sandsjöbacka 60 km,Black river run 50 miles,0.8015048060015323
Sandsjöbacka 60 km,Borås 50 km,1.3560987769641148
Sandsjöbacka 60 km,Borås 91 km,0.6836324776088407
Sandsjöbacka 60 km,Ecotrail Stockholm 45 km,1.4062890134418606
Sandsjöbacka 60 km,Ecotrail Stockholm 80,0.7949912989696083
Sandsjöbacka 60 km,Fjällmaraton 100 km,0.5024240315379347
Sandsjöbacka 60 km,Fjällmaraton 45 km,1.3468380218510752
Sandsjöbacka 60 km,Gax 100 miles,0.3465313035665855
Sandsjöbacka 60 km,Gotland Ultra,1.5120314308834986
Sandsjöbacka 60 km,Gotrun enkle,0.9092881622066403
Sandsjöbacka 60 km,Göteborg Trail,1.200459206201938
Sandsjöbacka 60 km,Hammarby Alpin Marathon,1.9656097694540278
Sandsjöbacka 60 km,Idre 45 km,1.3626068509726927
Sandsjöbacka 60 km,Jättelångt,1.0232205220468646
Sandsjöbacka 60 km,Kullamannen 100 km,0.5393238433674457
Sandsjöbacka 60 km,Kullamannen 100 miles,0.3138866694936841
Sandsjöbacka 60 km,Kullamannen 50 km,1.2165078220549952
Sandsjöbacka 60 km,Lejonbragden 100 km,1.3167516626405416
Sandsjöbacka 60 km,Peters Trail 104 km,0.6032307005800982
Sandsjöbacka 60 km,Peters Trail 52 km,1.2706280035839375
Sandsjöbacka 60 km,Sandsjöbacka 90 km,0.5532901185483807
Sandsjöbacka 60 km,Silverleden Ultra,0.985969850710952
Sandsjöbacka 60 km,Snapphaneracet,1.2087911423965303
Sandsjöbacka 60 km,Sätila 85 km,0.6964929459165107
Sandsjöbacka 60 km,Sörmland Ultra Marathon,1.6611965734192378
Sandsjöbacka 60 km,Sörmlands100 100 km,0.6015365078315016
Sandsjöbacka 60 km,Sörmlands100 100 miles,0.3225261483431263
Sandsjöbacka 60 km,Sörmlands100 55 km,1.1710125174850257
Sandsjöbacka 60 km,TEC 100 miles,0.362200743026078
